Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Laser autofocus,Autofocus_Phase autofocus,Autofocus_Phase autofocus (Dual Pixel),Speakers_Mono,Speakers_Stereo,Bundled charger,LTE Cat*,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
3,562384,170643,143286,113077,135378,1,6.6,1080,2400,399,144,0,500,1,60,1,160.86,74.24,7.99,170,2,0,0,0,1,0,6,1,562384,8,3,2,256,4,0,5000,30,0,0,1,1,1,70,50,0,2,2,0,1,2,2.5,5,0.7,32,0,2,0,1,0,1,0,1,0,0,1,1,752,2,2,1,1,1,0,0,0,0,0,1,1,19,1,1,1,1,1,1,1,0,0,0,0,0,1
14,1497489,391318,524907,305073,276191,0,6.78,1264,2780,450,120,1,6000,1,360,0,162,75.1,8.65,199,6,1,0,0,0,0,4,1,1497489,8,5,4,256,7,0,5500,120,0,0,0,0,1,28,50,1,2,2,0,2,2,2.5,2.74,0.8,32,0,2,1,2,0,0,0,1,0,0,1,2,82,2,4,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,1,0
10,252429,79898,28263,87019,57249,2,6.5,720,1600,270,90,0,500,0,60,3,165,76.19,8.48,192.23,2,0,0,1,6,0,12,0,252429,4,3,2,64,4,1,5050,20,1,0,0,0,1,120,50,0,1,2,0,0,1,2,2.76,1.12,8,0,1,0,2,0,0,1,0,1,1,0,0,568,0,2,1,1,1,0,0,0,0,1,0,1,7,1,0,1,1,0,1,0,0,0,0,0,0,1
12,2152184,490601,893392,446780,321411,0,6.78,1260,2800,452,120,1,3000,1,300,0,164.05,75.28,8.91,225,1,1,1,0,7,0,4,1,2152184,12,5,4,256,7,0,5400,100,0,0,1,1,1,31,50,0,1,2,2,2,2,2,2.8,0.8,32,0,2,1,1,0,1,0,1,0,0,1,2,295,3,4,2,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,353467,80042,106499,81766,85160,2,5.84,1080,2280,432,60,0,500,0,60,3,149.6,71.2,7.7,153,3,1,1,1,1,0,10,1,353467,4,3,2,64,3,0,3400,22,0,0,0,0,1,80,16,0,1,2,0,1,2,2,2.8,0.9,24,0,2,1,2,0,0,0,0,1,0,1,2,2335,1,2,1,1,1,0,0,0,0,1,0,0,18,1,1,1,0,1,1,0,0,0,0,0,0,1
5,680061,206940,180770,136999,155352,5,6.2,1440,3200,563,120,0,800,1,60,1,151.7,69.1,7.9,163,1,1,1,0,5,1,7,1,680061,8,4,2,128,5,1,4000,25,1,0,1,1,1,75,12,1,1,2,1,2,2,2.2,3.2,1.22,10,0,2,0,2,0,1,1,0,0,0,1,2,1635,3,4,2,1,1,1,0,0,1,0,1,0,22,1,1,1,0,1,1,1,0,0,0,0,0,1
5,667696,241677,167935,112520,145564,3,6.7,1080,2400,393,120,0,500,0,60,1,163.9,76.5,7.8,180,3,2,2,0,1,1,4,1,667696,8,4,4,128,6,1,5000,45,1,0,0,0,1,80,50,0,1,2,0,1,2,2.4,1.56,1,50,0,2,0,2,0,0,1,1,0,0,1,1,174,1,4,1,1,1,0,0,0,0,0,1,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
9,446453,146992,82953,102495,114013,8,6.72,1080,2400,392,120,0,680,0,240,2,165.6,76.1,8.2,192,3,0,0,1,1,0,6,1,446453,8,3,2,256,4,1,5000,67,0,0,0,0,1,44,64,0,1,2,0,0,1,2.4,3.003953901,0.9680385288966724,32,0,2,0,2,0,0,0,1,1,0,0,1,479,1,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
14,1404534,374669,484656,297350,247859,0,6.78,1264,2780,450,120,1,6000,1,360,0,162,75.1,8.65,191,6,0,0,0,1,0,4,1,1404534,8,5,4,256,7,0,5500,100,0,0,0,0,1,25,50,0,2,2,0,2,2,2.5,2.74,0.8,32,0,2,1,2,0,0,0,1,0,0,1,1,143,1,4,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,1,0
11,432789,140917,68002,106352,117518,2,6.78,1080,2460,396,120,0,580,0,180,2,168.5,76.5,9,220,3,0,0,1,5,0,6,1,432789,8,3,2,128,4,1,5000,68,0,0,0,1,1,50,50,0,2,2,0,0,2,1.7,3.003953901,0.9680385288966724,16,0,2,0,2,0,0,0,1,1,1,0,1,387,0,2,2,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
2,2020439,433229,857702,393535,319238,0,6.36,1200,2670,460,120,1,3000,1,240,0,152.8,71.5,8.2,193,1,1,1,0,4,0,4,1,2003704,8,5,4,256,7,0,4610,90,0,0,1,1,1,35,50,0,2,2,1,2,2,2,3,0.7,32,0,2,1,2,0,1,0,1,0,0,1,2,295,3,4,2,1,1,1,0,1,0,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
15,1215755,325882,426064,214511,249298,3,5.9,1080,2400,445,120,0,800,1,60,0,146.5,68.1,9.1,169,1,0,1,1,3,0,4,1,1215755,8,4,4,128,6,0,4300,30,0,0,0,1,1,75,50,0,1,2,1,3,2,2.5,2.93,1.22,12,0,2,0,2,0,0,0,1,1,0,0,2,752,3,4,1,1,1,1,0,0,1,0,1,1,20,1,1,1,1,1,1,0,1,1,0,0,0,1
16,158657,52236,18220,48690,39511,2,6.75,720,1600,260,90,0,400,0,60,3,168.29,76.67,8.32,190,3,0,0,1,1,0,12,0,158657,4,3,2,64,1,1,5010,10,0,0,0,0,0,80,50,0,1,0,0,0,1,2.2,5,1.12,5,0,1,0,2,0,0,0,0,1,0,0,0,174,1,2,1,1,0,0,0,0,0,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,1
9,1449660,380900,520102,287260,261398,0,6.74,1240,2772,451,120,1,500,1,60,0,162.9,74.1,9,207,10,1,1,0,0,0,4,1,1449660,12,4,4,256,7,0,4800,80,0,0,0,0,1,41,50,0,2,2,0,2,2,2.4,2.74,0.8,32,0,2,1,2,0,0,0,1,0,0,1,2,540,2,2,1,1,1,0,0,1,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
5,594133,192479,165956,92546,143152,3,6.4,1080,2340,403,120,1,1000,1,240,1,158.2,76.7,8.2,202,11,1,0,0,2,1,5,1,594133,6,3,2,128,6,1,5000,25,1,0,0,0,1,63,50,0,1,2,0,1,2,2.2,2.8,0.8,32,0,2,0,2,0,1,1,1,0,0,1,1,540,1,4,1,1,1,0,0,0,0,0,1,0,18,0,1,1,1,1,1,1,1,1,0,0,1,0
14,317925,111183,39950,82903,83889,3,6.4,1080,2400,411,90,0,430,0,360,1,160.2,73.3,7.99,178,5,0,0,0,1,0,6,1,317925,6,3,2,128,4,1,5000,33,0,0,0,0,1,76,108,0,1,2,0,0,1,2.1,3.13,1,16,0,1,0,2,0,0,0,0,1,0,1,1,874,1,2,1,1,1,0,0,0,0,1,0,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
1,1323184,394284,453826,261584,213490,1,6.8,1344,2992,486,120,1,3000,1,60,1,162.8,76.6,8.5,221,1,1,1,0,1,1,4,1,1323184,16,5,4,128,7,0,5060,37,0,0,1,1,1,80,50,1,2,2,2,2,2,2.2,2.51,1.2,42,0,2,0,1,0,1,0,1,0,0,0,2,21,4,4,2,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
2,358084,121908,43873,98672,93661,0,6.67,1080,2400,395,120,0,1800,0,60,1,162.24,75.55,7.97,188.5,5,0,0,0,1,0,6,1,358084,6,3,2,128,4,1,5000,33,0,0,0,0,1,73,108,0,1,2,0,0,1,2.4,3.06,1,16,0,1,1,2,0,0,1,0,1,0,1,1,234,0,2,1,1,1,0,0,0,0,0,1,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
14,462768,146515,81863,116243,118147,2,6.72,1080,2400,392,120,0,600,0,240,2,163.7,74.2,8.1,190,3,0,0,1,1,0,6,1,462768,8,3,2,128,4,1,5000,33,0,0,0,0,1,72,108,0,1,2,0,0,1,2.5,3.1,1,16,0,1,0,2,0,0,1,1,1,0,0,1,660,1,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,1461703,378453,518958,305820,258472,5,7.6,1812,2176,374,120,1,600,1,60,1,154.9,129.9,6.1,253,9,1,1,1,0,0,4,1,1461703,12,5,4,256,7,0,4400,25,0,0,1,1,1,84,50,0,1,2,1,2,2,1.8,3.2,1.22,10,0,2,0,2,0,1,0,1,0,0,1,2,387,6,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,1,0
15,2069048,488032,891544,375069,314403,0,6.78,1080,2400,388,144,1,2500,1,60,0,163.8,76.8,8.9,225,1,1,1,0,4,0,4,1,2069048,12,5,4,256,7,0,5500,65,0,0,1,1,1,41,50,0,1,2,1,2,2,2.5,3.2,0.7,32,0,2,0,2,0,0,0,1,1,0,0,2,143,3,2,1,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,0,1,1,0,0,1,0
2,1543465,393276,602835,261843,285511,0,6.36,1080,2400,414,120,1,1900,1,240,0,152.8,71.5,7.98,189,1,1,1,0,0,0,4,1,1543465,8,5,4,128,7,0,4500,67,0,0,1,1,1,42,50,0,2,2,1,2,2,2,3.14,0.7,32,0,2,1,2,0,1,0,1,0,0,1,2,630,3,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,1,0,0,0,0,1,0
14,1143789,340419,348187,201292,253891,1,6.74,1240,2772,451,144,1,600,1,360,0,163.85,75.75,8.95,193.1,3,2,2,0,0,0,4,1,1143789,8,5,4,256,6,0,5500,100,0,0,0,0,1,50,64,0,1,2,0,1,2,2.5,3.09,1,16,0,2,1,2,0,0,0,1,0,0,1,1,509,1,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,599824,193310,165228,107520,133766,0,6.39,1080,2340,403,60,0,600,1,60,4,156.7,74.3,8.8,191,3,1,1,0,5,0,7,1,599824,6,3,2,128,3,0,4000,27,0,0,0,0,1,71,48,1,2,2,0,2,2,2.2,3.4,0.8,20,0,2,0,2,0,0,0,0,1,1,0,2,1909,1,2,1,1,1,1,0,0,0,1,0,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
4,412091,124245,82760,92221,112865,0,6.67,1080,2400,395,120,0,800,0,300,0,161.6,73.9,7.9,175,3,0,0,0,1,0,6,1,412091,6,3,2,128,4,0,5100,40,0,0,0,0,1,73,64,0,1,2,0,0,1,2.5,3.003953901,0.8,16,0,2,1,2,0,0,0,1,0,0,0,1,599,1,2,1,1,1,0,0,0,0,1,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,186215,64608,19413,49245,52949,3,6.4,720,1560,268,60,0,500,0,60,3,158.5,74.7,7.8,169,3,0,0,0,1,1,14,0,186215,3,3,2,32,1,1,4000,15,1,0,0,0,1,105,25,0,1,2,0,0,1,2,3.1,1,16,0,2,0,2,0,0,0,1,1,1,1,1,1817,1,2,1,1,1,0,0,0,0,1,0,0,10,1,1,1,1,1,1,0,0,0,0,0,0,1
17,771491,227609,209167,157166,177549,0,6.7,1080,2412,395,120,1,700,1,240,0,161.7,76.3,8.5,190,5,0,0,0,1,0,4,1,771491,8,3,2,128,4,0,5000,50,0,0,0,0,1,61,50,0,1,2,0,1,2,2.2,2.76,0.64,50,0,2,0,2,0,0,0,1,0,0,0,1,21,1,4,1,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,262388,83167,40636,64727,73858,2,6.5,720,1600,270,90,0,400,0,60,3,162.7,74.66,8.19,184.25,4,0,0,1,1,0,12,1,262388,4,3,2,64,1,1,5000,30,0,0,0,0,1,85,50,0,1,2,0,0,1,2.5,3.003953901,1,16,0,1,0,2,0,0,1,0,1,1,1,1,599,0,2,1,1,1,1,0,0,0,0,1,1,7,1,1,1,1,0,1,0,0,0,0,0,0,1
6,481956,155713,86446,115682,124115,0,6.67,1080,2400,394,120,1,2100,0,480,1,162.9,75.6,8.1,191,5,0,0,0,1,0,6,1,481956,8,3,2,256,4,1,5110,80,0,0,0,1,1,51,50,0,2,2,0,0,1,2.4,2,1,16,0,2,0,2,0,0,1,1,1,0,1,1,52,1,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,1539054,384369,603059,276564,275062,5,6.6,1080,2340,393,120,1,800,1,60,1,157.8,76.2,7.6,195,1,1,1,0,0,0,4,1,1539054,8,5,4,256,7,0,4700,45,1,0,1,1,1,65,50,0,1,2,2,2,3,2.2,3.24,1.12,12,0,2,0,2,0,1,0,1,0,0,1,2,568,3,4,2,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
6,422937,135260,61988,115742,109947,8,6.72,1080,2400,391,60,0,500,0,180,3,165.6,76,7.99,193,3,0,0,1,5,0,7,1,422937,4,3,2,128,4,0,5000,33,0,0,0,0,1,80,50,0,1,2,0,0,1,2,4,1.12,8,0,2,0,2,0,0,0,1,1,0,0,0,234,0,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
14,579994,173736,116421,134844,154993,0,6.7,1080,2412,394,120,0,500,1,360,0,161.6,73.9,8.2,183,3,0,0,0,1,0,6,1,579994,8,3,2,256,6,0,5000,100,0,0,0,0,1,28,200,0,1,2,0,1,2,2.5,2.74,0.8,32,0,2,0,2,0,0,0,1,0,0,1,1,479,1,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,736944,226237,182425,159360,168922,0,6.67,1220,2712,446,120,1,1800,1,60,0,161.4,74.2,8.9,204.5,1,1,0,0,2,0,4,1,736944,8,4,4,256,6,0,5000,120,0,0,0,0,1,25,200,0,2,2,0,1,2,2.6,3.06,1,16,0,1,1,2,0,1,0,1,0,0,1,1,234,1,2,2,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
4,445085,146281,83486,96932,118386,0,6.67,1080,2400,395,120,0,800,0,300,0,161.6,73.9,7.9,175,3,0,0,0,1,0,6,1,445085,6,3,2,128,4,0,5100,40,0,0,0,0,1,73,64,0,1,2,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,2,0,2,0,0,0,1,0,0,1,1,568,1,2,1,1,1,0,0,0,0,1,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,175983,61138,16754,48223,49868,7,6.6,1080,2408,400,60,0,450,0,60,3,165.4,76.9,8.4,192,3,0,0,1,1,1,8,0,175983,4,3,2,64,1,1,5000,15,1,0,0,0,1,120,50,0,1,2,0,0,1,2.2,5,1.12,8,0,1,0,2,0,0,0,0,1,1,1,0,813,0,2,1,1,1,0,0,0,0,1,0,1,7,0,0,1,0,1,1,0,0,0,0,0,0,1
15,1524799,378774,608654,296031,241340,3,5.92,1080,2400,445,144,0,1100,1,60,0,146.5,68.1,9.4,172,1,0,1,1,0,0,4,1,1524799,8,5,4,128,7,0,4300,30,0,0,1,1,1,81,50,0,1,2,1,3,2,2.5,3.2,0.7,32,0,2,0,2,0,0,0,1,1,0,0,2,418,3,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
9,928202,248635,304974,168634,205959,0,6.55,1080,2400,402,120,1,500,1,240,1,160.3,72.6,8.7,196,1,1,1,0,2,1,5,1,928202,8,4,4,128,6,0,4800,80,0,0,1,1,1,42,50,0,1,2,0,2,2,2.4,2.74,0.8,32,0,2,0,2,0,1,0,1,0,0,1,2,905,3,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
5,470477,156698,105189,87071,121519,3,6.5,1080,2400,405,120,1,500,1,60,1,159.6,74.8,8.1,189,11,0,0,0,1,1,5,1,470477,6,3,2,128,4,1,5000,25,0,0,0,0,1,84,64,0,1,2,0,1,2,2.2,2.8,0.8,32,0,1,0,2,0,0,1,1,0,0,1,1,874,1,4,1,1,1,0,0,0,0,0,1,0,18,0,1,1,1,1,1,0,1,1,0,0,0,1
2,399096,129223,78383,78622,112868,0,6.67,1080,2400,395,120,0,700,1,240,1,164.2,76.1,8.12,201.8,0,0,0,1,1,1,8,1,399096,6,3,2,128,4,1,5000,67,0,0,0,0,1,48,108,0,1,2,0,1,2,2.4,3.13,1,16,0,2,1,2,0,0,1,0,1,1,1,1,509,1,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
15,1284953,347381,441438,231406,264728,0,6.78,1080,2448,395,165,0,800,1,720,0,173,77,10.4,239,7,1,1,0,0,0,4,1,1284953,12,5,4,256,6,0,6000,65,0,0,0,1,1,44,50,0,1,2,1,2,2,2.4,1.56,1,12,0,2,0,2,0,0,0,1,1,0,1,2,691,4,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,1399146,358682,478125,300340,261999,0,6.55,1236,2750,460,120,1,3000,1,240,0,157.2,72.77,7.45,179.3,3,1,1,0,0,0,4,1,1399146,8,5,4,256,7,0,4700,67,0,0,0,0,1,41,50,1,2,2,0,2,2,2,2.8,0.8,32,0,2,1,2,0,0,0,1,0,0,1,2,82,2,4,1,1,1,0,0,1,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
3,152974,57859,18015,39028,38072,6,6.5,720,1600,268,90,0,460,0,60,3,163.95,74.94,8.49,185,4,0,0,1,1,0,12,0,152974,4,3,2,64,1,1,5000,15,0,0,0,0,1,152,50,0,1,2,0,0,1,2.5,4,1.75,16,0,1,0,2,0,0,0,0,1,0,0,1,905,0,2,1,1,1,0,0,0,0,1,0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
5,131372,50286,6591,34538,39957,7,6.5,720,1600,270,60,0,500,0,60,3,164,75.9,9.1,206,3,0,0,3,1,0,28,0,131372,2,1,1,32,1,1,5000,47,1,0,0,0,0,80,13,0,1,0,0,0,1,2,3.003953901,1.12,5,0,0,0,2,0,0,0,0,1,1,1,0,1329,0,2,1,1,0,0,0,0,0,1,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1
5,1582132,390737,616030,305189,270176,5,6.7,1080,2640,425,120,1,500,1,60,1,165.1,71.9,6.9,187,9,1,1,1,0,0,4,1,1582132,8,4,4,256,7,0,3700,25,0,0,1,1,1,79,12,0,1,2,0,2,2,2.2,3,1.22,10,0,2,0,1,0,1,0,1,0,0,1,2,387,3,4,2,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
3,426241,132393,65485,112845,115518,4,6.6,1080,2400,402,120,0,500,0,60,1,160.5,74.4,7.9,166,2,0,0,0,1,0,6,1,426241,6,3,2,128,3,1,5000,33,1,0,0,0,1,74,108,0,1,2,0,0,2,2.5,5,1,16,0,2,0,2,0,0,1,1,1,1,1,1,691,1,2,1,1,1,0,0,0,0,0,1,1,13,1,1,1,1,1,1,0,0,0,0,0,0,1
14,400185,121827,95212,80801,102345,3,6.4,1080,2400,411,60,0,430,1,180,6,160.6,73.9,8,177,3,0,0,0,1,0,12,1,400185,4,3,2,64,3,1,5000,30,0,0,0,1,1,70,64,0,1,2,0,1,2,2.5,3,1,16,0,2,0,2,0,0,0,0,1,0,0,1,1270,0,2,3,1,1,0,0,0,0,1,0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
2,380097,132778,61339,87750,98230,2,6.53,1080,2340,405,90,0,500,0,60,3,161.8,75.3,8.9,190,3,0,0,1,5,0,7,1,380097,4,3,2,64,4,1,5000,18,0,0,0,0,1,120,48,0,2,2,0,0,1,2,4,1.12,8,0,2,1,2,0,0,0,1,1,1,0,1,1239,0,2,1,1,1,0,0,0,0,1,0,0,18,1,1,1,1,1,1,0,0,0,0,0,0,1
13,333924,108429,48773,112870,63852,2,6.95,1080,2376,376,90,0,500,0,270,2,171.6,79.9,8.9,214,4,2,0,1,1,0,6,1,333924,6,3,2,128,4,1,7000,22,0,0,0,0,1,120,50,0,1,2,0,0,1,2,3.003953901,0.9680385288966724,8,0,1,0,2,0,0,0,0,0,0,0,1,448,1,2,1,1,1,0,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,0,1
5,306996,98433,40363,89624,78586,7,6.7,1080,2400,393,90,0,450,0,60,3,168,77.8,8.8,194,3,0,0,1,1,0,6,1,306996,4,3,2,64,1,1,5000,25,1,0,0,0,1,86,50,0,1,2,0,0,2,2,3.003953901,0.9680385288966724,13,0,1,0,2,0,0,0,0,1,0,1,0,326,0,2,1,1,1,0,0,0,0,1,0,0,13,1,0,0,1,0,1,0,0,0,0,0,0,1
13,741333,200677,236558,148683,155415,1,6.6,1228,2700,450,120,0,550,1,300,0,158.8,72.8,8.5,195,1,1,1,0,2,1,5,1,741333,8,4,2,128,6,2,4360,66,0,0,1,1,1,50,50,0,2,2,0,2,2,2.4,3.06,1.12,13,0,2,1,2,0,0,1,0,0,0,1,2,1117,3,4,2,1,1,1,0,0,0,0,1,0,20,1,1,1,1,1,1,1,0,0,0,0,0,1
13,823241,274900,150777,231760,165804,1,6.76,1224,2776,449,120,1,500,1,300,0,163.14,74.96,7.68,198,3,2,0,0,1,2,7,1,823241,8,4,4,512,6,0,4600,100,0,0,0,1,1,24,50,0,1,2,0,1,2,2.4,2.8,0.61,60,0,2,0,2,0,0,0,1,0,0,0,1,234,3,4,1,1,1,0,1,0,0,0,1,1,20,0,1,1,1,1,1,0,0,0,0,0,0,1
13,701953,214145,214152,136663,136993,1,6.1,1080,2340,422,60,0,500,1,60,0,148.9,71.1,8.5,175,0,1,1,0,1,0,7,1,701953,8,3,2,128,5,2,3800,22,0,0,0,1,1,90,50,1,2,2,0,2,2,2,2.8,0.8,32,0,2,1,2,0,1,1,1,0,0,1,2,1635,2,4,2,1,1,1,0,1,0,1,0,0,21,1,1,1,1,1,1,1,1,1,1,0,0,1
14,285301,89617,48528,80274,66882,2,6.74,1080,2400,390,90,0,560,0,60,2,167.3,76.7,7.49,182,3,0,0,1,1,0,12,1,285301,4,3,2,64,1,1,5000,33,0,0,0,0,1,69,50,0,1,2,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,0,2,0,0,0,1,1,0,0,0,479,0,1,1,1,1,0,0,0,0,1,0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,1
5,1808358,439226,699498,366148,303486,5,6.7,1440,3120,513,120,1,2600,1,60,1,158.5,75.9,7.7,196,1,1,1,0,0,1,4,1,1808358,12,5,4,256,7,0,4900,45,1,0,1,1,1,58,50,1,1,2,2,2,2,2.2,3.2,1.12,12,0,2,0,1,0,1,0,1,0,0,1,2,234,3,4,2,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
5,1503165,374434,629926,220495,278310,5,6.1,1080,2340,425,120,1,800,1,60,1,146.3,70.9,7.6,168,1,1,1,0,0,0,4,1,1503165,8,5,4,128,7,0,3900,25,1,0,1,1,1,76,50,0,1,2,2,2,3,2.2,3.24,1.12,12,0,2,0,2,0,1,0,1,0,0,1,2,568,3,4,2,1,1,1,0,0,1,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
2,600986,202613,115546,136116,146711,0,6.67,1220,2712,446,120,1,1800,1,60,0,161.15,74.24,7.98,187,5,0,0,0,1,1,4,1,600986,8,3,2,128,4,0,5100,67,0,0,0,0,1,42,200,0,2,2,0,1,2,2.6,3.06,1,16,0,1,1,1,0,1,0,1,1,0,1,1,234,1,2,2,1,1,0,0,0,0,0,1,1,18,0,1,1,1,1,1,0,0,0,0,0,0,1
2,1234229,331276,485862,182917,234174,0,6.73,1440,3200,521,120,1,1000,1,240,0,163.17,74.92,9.06,225,1,2,1,0,3,0,4,1,1234229,8,4,4,256,6,0,4860,67,0,0,1,1,1,50,50,0,2,2,1,2,2,2.5,3.2,0.7,32,0,2,1,2,0,0,0,1,0,0,1,2,783,3,2,1,1,1,1,0,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
2,628792,192750,172700,113522,149820,0,6.55,1080,2400,402,90,0,500,1,240,4,160.5,75.7,6.8,159,0,1,0,1,1,1,5,1,628792,6,3,2,128,4,1,4250,33,0,0,0,0,1,65,64,0,2,2,0,1,2,2.2,3.4,0.8,20,0,2,1,2,0,0,1,1,0,0,0,1,1239,1,2,2,1,1,0,0,0,0,0,1,0,20,1,1,1,1,1,1,0,0,0,0,0,0,1
5,1075398,294693,386444,169798,224463,5,6.8,1440,3088,500,120,1,830,1,60,1,163.3,77.9,8.9,228,1,1,1,0,3,1,4,1,1075398,8,4,4,128,6,0,5000,45,0,0,1,1,1,59,108,0,1,2,1,2,2,2.2,2.82,0.9680385288966724,40,0,2,0,2,0,1,0,1,0,0,1,2,933,4,4,2,1,1,1,0,1,0,0,1,0,20,1,1,1,1,1,1,1,1,1,0,0,1,0
2,435037,147952,80281,92531,114273,0,6.67,1080,2400,395,120,0,700,0,360,1,164.19,76.1,8.12,205,0,1,0,1,1,0,6,1,435037,6,3,2,128,4,1,5000,67,0,0,0,0,1,49,108,0,1,2,0,0,1,2.5,3.06,1,16,0,1,1,2,0,0,1,1,1,1,1,1,905,0,2,1,1,1,0,0,0,0,0,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0,1
5,248974,61439,45211,74292,68032,3,6.5,1080,2400,405,60,0,400,0,60,4,158.5,73.6,7.9,172,3,0,0,0,1,1,10,1,248974,4,3,2,64,2,1,4000,15,0,0,0,0,1,110,48,0,1,2,0,1,1,2.2,2.8,0.8,32,0,2,0,2,0,0,0,0,1,1,1,1,1726,1,4,1,1,1,0,0,0,0,1,0,0,12,1,1,1,1,1,1,0,0,0,0,0,0,1
8,2140227,481550,908955,410846,338876,0,6.8,1116,2480,400,120,0,1500,0,60,0,164,76.4,8.8,246,1,1,1,0,4,0,4,1,2140227,8,5,4,256,7,0,6000,80,0,0,0,0,1,40,50,1,2,2,2,3,3,1.8,1.55,0.9680385288966724,12,0,2,1,2,0,0,0,1,0,0,1,2,265,2,2,1,1,1,0,1,0,0,0,1,1,20,1,1,1,1,1,1,0,0,0,0,0,1,0
