,Unnamed: 0,Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Neural processor (NPU),Total score,RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Battery capacity (mAh),Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,Flash,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,Speakers_Mono,Speakers_Stereo,LTE Cat*,Proximity sensor,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan
302,302,4,578919,174775,138740,144392,121012,0,6.78,1220,2652,429,120,0,1200,0,120,163.6,75.5,7.98,185,3,1,1,1,0,2,1,578919,8,3,2,256,4,0,5300,35,0,1,108,0,1,0,1,2,2.5,1.67,1,16,0,1,0,0,1,1,265,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
303,303,6,1509952,386417,590109,237269,296130,0,6.78,1264,2780,450,120,1,4500,1,360,163.3,75.3,8.8,207,5,3,2,1,8,3,1,1509952,8,5,4,128,6,0,5500,100,0,0,50,0,1,0,2,2,2.4,3,1,16,1,1,0,0,1,2,203,1,2,1,1,1,0,0,0,1,20,1,1,1,1,0,0,0,1,0
304,304,12,2117129,473092,907124,389821,347092,0,6.78,1440,3200,517,120,1,3000,1,300,164.1,75.6,9.2,229,9,2,2,1,12,3,1,2117129,12,5,4,256,7,0,5500,80,1,1,50,1,2,2,2,2,2.5,2.76,0.7,50,0,1,0,0,1,2,113,3,4,2,1,0,0,0,0,1,20,1,1,1,0,0,0,0,1,0
305,305,3,412601,142152,72947,89230,108272,2,6.6,720,1612,267,120,0,500,0,120,164.4,75,8.2,194,0,1,1,2,0,3,1,412601,4,3,2,128,4,1,5000,18,0,0,50,0,1,0,0,1,2,4,1.12,8,1,1,1,0,1,1,174,0,2,1,1,1,0,0,0,1,18,1,1,1,1,0,0,0,0,1
306,306,5,573128,116784,209078,141879,105387,3,6.3,1080,2280,401,60,0,1200,1,120,151,71.8,7.9,168,8,2,2,1,0,2,1,573128,8,3,2,256,5,0,3500,25,1,1,12,1,1,0,2,4,1.6,2.65,1.22,10,0,0,0,0,1,2,1848,3,4,1,1,1,0,1,0,1,20,1,1,1,1,0,0,0,0,1
307,307,5,765878,217225,243311,148314,157028,3,6.7,1080,2400,393,60,0,600,1,120,161.6,75.2,8.3,192,8,1,2,1,2,2,1,765878,8,4,2,256,6,0,4300,25,1,1,12,1,2,1,2,4,2.2,3.2,1.22,10,1,1,0,0,1,2,1482,3,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
308,308,13,900765,279677,200982,225491,194615,1,6.69,1216,2688,441,120,1,600,1,300,161.4,76,7.95,209,8,2,2,1,0,1,1,900765,12,4,4,256,7,2,4750,66,1,1,50,1,2,0,2,2,2.4,3.003953901,0.9680385288966724,13,0,0,0,0,0,2,356,2,4,2,1,1,0,0,0,1,20,1,1,1,1,0,0,0,0,1
309,309,5,214093,72661,28660,53733,59039,2,5.8,720,1560,296,60,0,490,0,120,147.4,69.7,8.4,141,0,1,1,3,0,2,0,214093,3,2,2,32,1,1,3000,15,0,0,13,0,1,0,0,1,2,3.1,1.12,8,0,1,1,1,1,1,1940,0,1,1,1,1,0,0,1,0,6,1,1,1,0,0,0,0,0,1
310,310,3,600657,198472,117221,133082,151882,4,6.6,1080,2400,402,144,1,1300,1,360,159.63,71.99,8.09,174,8,4,1,1,0,2,1,600657,8,3,2,256,4,0,5000,68,0,0,50,0,2,0,1,2,2.4,1.5,0.9680385288966724,32,1,1,0,0,1,1,82,2,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
311,311,2,1124100,341849,338786,208130,235335,1,6.67,1080,2400,395,120,1,500,1,240,161.11,74.95,7.9,181,3,1,1,2,8,3,1,1124100,8,4,4,256,6,0,5000,67,0,0,64,0,2,0,1,2,2.5,3.1,1.12,16,0,1,1,0,1,1,540,1,2,2,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
312,312,18,829093,265821,254990,142501,165781,1,6.8,1080,2436,392,120,1,500,0,120,167.1,74.9,8.99,198.7,7,1,2,1,4,3,1,829093,12,4,4,256,6,1,4600,60,1,1,50,1,2,0,1,2,2.5,4,1.12,50,0,1,1,0,0,1,52,2,2,1,1,1,0,0,0,0,18,1,1,1,0,0,0,0,0,1
313,313,3,435272,145088,83309,87695,119180,0,6.6,1080,2400,402,120,0,500,0,120,160.89,74.46,7.99,173,2,1,1,2,0,3,1,435272,6,3,2,128,3,1,5000,30,0,0,50,0,1,0,0,2,2.2,4,1,16,0,1,1,0,1,1,813,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
314,314,14,438440,147106,99422,79197,112705,2,6.6,1080,2412,400,120,0,550,1,240,164.3,75.6,8.5,191,0,1,1,2,0,3,1,438440,4,3,2,64,4,1,5000,18,0,0,50,0,1,0,0,1,2.1,5,1.75,16,0,1,1,0,0,1,813,1,2,1,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
315,315,4,133021,57867,14142,34794,26218,2,6.09,720,1560,282,60,0,550,0,120,156.2,73.5,8,150,0,1,1,3,0,3,0,133021,2,1,1,32,1,1,3020,47,0,0,13,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,1,2001,0,2,1,0,0,0,0,1,0,6,1,1,0,0,0,0,0,0,1
316,316,5,418822,96089,137559,84773,100401,3,6.7,1080,2400,394,60,0,600,1,120,163.7,76.1,8.7,199,0,2,2,1,0,2,1,418822,6,3,2,128,3,1,4500,25,0,0,12,1,1,0,2,2,2.2,2.8,0.8,32,0,0,1,1,1,2,1664,2,2,1,1,1,0,0,1,0,20,1,1,1,1,1,1,0,0,1
317,317,5,388163,127273,84697,86369,89824,6,6.5,720,1600,270,60,0,500,0,120,164.2,76.1,9.1,205,0,1,1,2,0,0,1,388163,4,3,2,64,3,1,5000,15,0,0,48,0,1,0,1,1,2.2,4,1.12,13,0,1,1,1,1,1,1298,1,2,1,1,1,0,0,1,0,16,0,1,1,0,1,1,0,0,1
318,318,5,1184659,314796,442066,205950,221847,5,6.6,1080,2340,393,120,1,780,1,120,157.4,75.8,7.6,195,8,2,2,1,6,2,1,1184659,8,4,4,128,6,0,4500,45,1,1,50,1,1,1,2,2,2.2,3.24,1.22,10,1,1,0,0,1,2,905,3,4,2,1,1,1,0,0,1,20,1,1,1,1,1,1,0,1,0
319,319,7,462983,155146,103728,98577,105532,1,6.1,1080,2520,449,60,0,1000,1,120,155,68,8.3,159,8,1,1,2,0,3,1,462983,6,3,2,128,4,1,5000,30,0,0,48,0,1,0,0,1,2,4,1.12,8,1,1,1,0,1,1,448,1,2,1,1,1,0,0,0,1,18,1,0,1,0,0,0,0,0,1
320,320,3,196816,68225,21052,51194,56345,2,6.24,1080,2270,405,60,0,450,0,120,157,75.3,7.92,174,0,2,1,3,0,2,1,196816,4,1,1,64,1,1,3000,15,0,0,12,0,2,0,1,2,2.2,3.003953901,1.12,8,0,0,1,1,0,1,2001,1,2,1,1,0,0,0,1,0,7,1,1,1,0,0,0,0,0,1
321,321,4,420322,133982,70915,110349,105076,2,6.8,1080,2412,389,90,0,850,0,120,166.7,76.5,8.24,199,0,1,1,2,2,3,1,420322,4,3,2,128,4,0,5330,35,0,0,108,0,1,0,0,1,2,1.67,0.64,8,0,1,1,0,1,1,143,0,2,1,1,0,0,0,0,1,18,1,0,1,0,0,0,0,0,1
322,322,3,429945,158546,30120,118243,123036,2,6.5,1080,2400,405,120,0,560,0,120,161.56,73.82,8.89,192,2,1,1,2,0,3,1,429945,8,3,2,128,4,1,6000,33,0,1,50,0,1,0,0,2,2.4,3.003953901,1,16,1,1,1,1,1,1,356,0,2,1,1,1,1,0,0,1,18,1,1,1,0,0,0,0,0,1
323,323,15,1593326,409138,605739,291849,286600,0,6.78,1080,2448,395,165,0,1500,1,720,173,77,10.3,239,4,2,2,1,8,3,1,1593326,12,5,4,256,7,0,6000,65,0,1,50,0,1,1,2,2,2.5,3.2,1.12,32,0,1,1,0,1,2,479,3,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
324,324,6,588673,188322,134945,125271,140135,0,6.67,1440,3120,516,90,0,616,1,120,162.6,75.9,8.8,206,0,2,2,1,2,3,1,588673,6,3,2,128,5,0,4085,30,0,0,48,1,2,0,2,4,2,3.1,1,16,0,0,0,0,1,2,1940,2,2,1,1,1,1,0,0,1,16,1,1,1,0,0,0,0,0,1
325,325,4,311448,100089,40264,97928,73227,6,6.8,1080,2412,389,90,0,850,0,120,166.7,76.5,8.24,199,0,1,1,2,0,3,1,311448,6,3,2,128,4,1,6000,35,0,0,108,0,1,0,0,1,2,1.67,0.64,8,0,0,1,0,0,0,265,0,2,1,1,1,0,0,0,1,13,0,1,1,0,0,0,0,0,1
326,326,11,160018,52127,21821,48039,38031,2,6.6,720,1612,267,90,0,400,0,120,163.89,75.39,8.4,202,0,1,1,2,0,3,0,160018,8,3,2,128,1,1,5000,18,0,0,50,0,2,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,509,0,2,1,1,1,0,0,1,0,7,1,0,1,0,0,0,0,0,1
327,327,14,271601,88376,41729,63714,77782,2,6.72,1080,2400,392,90,0,680,0,180,165.6,75.9,7.89,189.5,0,1,1,2,0,3,1,271601,6,3,2,128,1,1,5000,33,0,0,64,0,1,0,0,2,2,2,0.7,8,0,0,1,0,0,0,540,0,2,1,1,1,0,0,1,0,7,1,0,1,0,0,0,0,0,1
328,328,12,1507117,375722,537522,294299,299574,0,6.78,1260,2800,453,120,1,500,1,300,164.07,74.53,9.34,214.85,8,2,2,1,8,3,1,1507117,8,4,4,256,7,0,4870,120,1,1,50,0,2,1,2,2,2.5,2.8,0.8,32,0,1,0,0,1,2,630,3,4,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
329,329,1,930661,235015,350048,153467,192131,1,6.1,1080,2400,429,60,0,500,1,120,152.2,71.8,8.9,178,7,1,2,1,4,2,1,930661,6,4,4,128,6,0,4410,18,0,0,12,0,2,0,2,2,2,2.8,1.12,8,1,1,0,0,1,1,813,1,2,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
330,330,1,924798,236717,295034,191230,201817,0,6.7,1440,3120,512,120,1,550,1,120,162.9,76.6,8.9,212,8,2,2,1,4,2,1,924798,12,4,4,128,6,0,5000,23,1,1,50,0,2,0,2,2,2.2,3.1,1.22,10.8,1,1,0,0,0,2,691,3,4,2,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
331,331,13,553019,181642,111834,127341,132202,1,6.94,1136,2690,421,120,1,1200,0,120,169.77,75.4,6.9,195,0,2,2,2,0,0,1,553019,12,3,3,256,6,0,4400,66,0,1,50,0,1,0,2,2,2.2,1.56,0.9680385288966724,32,0,1,0,0,1,2,21,2,4,1,1,1,0,1,0,1,20,1,1,1,0,0,0,0,1,0
332,332,5,391953,140673,63763,84856,102661,3,6.5,1080,2340,396,90,0,1000,0,120,162.1,77.6,8.3,195,0,1,1,2,0,3,1,391953,6,3,2,128,4,1,5000,25,0,0,50,0,1,0,0,1,2.2,3.06,1.12,13,0,0,1,1,1,0,479,0,2,1,1,1,0,0,1,0,13,0,1,1,0,0,0,0,0,1
333,333,11,742266,210964,225450,140904,164948,0,6.67,1080,2400,395,120,0,900,0,120,161.9,74.3,8.2,202.5,0,0,1,1,0,3,1,742266,8,3,2,512,6,0,5000,45,0,0,50,0,1,0,1,2,2.5,2.8,0.8,32,0,1,0,1,0,1,479,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
334,334,1,1212291,320809,451921,209551,230010,1,6.3,1280,2856,495,120,1,3000,1,120,152.8,72,8.5,199,8,2,2,1,0,2,1,1212291,16,5,4,128,7,0,4700,27,1,1,50,1,2,2,2,2,2.2,2.51,1.2,42,1,1,0,0,0,2,-10,3,4,2,1,1,1,1,0,1,20,1,1,1,1,0,0,0,1,0
335,335,5,288941,65790,105471,55536,62144,3,6.2,1440,2960,529,60,0,580,1,120,159.5,73.4,8.1,173,8,2,2,3,0,2,0,288941,4,3,2,64,3,1,3500,15,1,0,12,0,2,0,1,2,1.7,3.6,1.22,8,0,0,1,0,1,2,2700,3,3,1,0,1,0,1,1,0,16,1,1,1,1,0,0,0,0,1
336,336,2,249447,88296,37871,52688,70592,2,6.53,1080,2340,395,60,0,450,0,120,162.3,77.2,8.9,199,0,1,1,3,0,3,1,249447,3,3,2,64,1,1,5020,18,0,1,48,0,1,0,0,1,2.3,3.1,1.12,13,0,0,1,1,0,1,1543,0,2,1,1,1,0,0,1,0,7,1,1,1,0,0,0,0,0,1
337,337,5,156332,55233,21549,41648,37902,3,5.9,1080,2340,437,60,0,548,0,120,144.4,69.2,7.9,140,0,1,1,3,0,2,0,156332,4,3,2,64,1,1,3100,15,0,0,16,0,1,0,0,1,2,2.8,0.9,25,0,0,1,1,1,1,1970,0,2,1,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
338,338,6,457385,153722,83189,97453,123021,2,6.72,1080,2400,391,120,1,550,0,240,165.5,76,8.3,195,0,1,1,2,0,3,1,457385,8,3,2,128,4,1,5000,67,0,1,108,0,1,0,0,1,2.4,1.67,1,16,0,1,1,0,1,1,509,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
339,339,3,464386,153891,79830,105077,125588,2,6.5,1080,2400,405,120,0,500,0,120,161.4,73.8,8.3,181,1,1,1,2,0,3,1,464386,8,3,2,256,3,1,5000,30,0,0,50,0,1,0,0,2,2.4,3.003953901,1,16,0,1,1,0,1,1,599,1,2,1,1,1,0,0,0,1,20,1,1,0,0,0,0,0,0,1
340,340,11,271382,84115,40997,69706,76564,2,6.8,1080,2460,395,90,0,580,0,120,168.4,76.2,8.4,208,0,2,1,2,0,3,1,271382,8,3,2,128,1,1,5000,18,0,0,50,0,2,0,0,1,2.45,2.8,0.8,32,0,0,1,1,0,0,540,0,2,1,1,1,0,0,1,0,7,1,0,1,0,0,0,0,0,1
341,341,3,311501,103958,40166,92357,75020,2,6.5,720,1600,270,90,0,500,0,120,163.82,74.96,8.29,185,2,1,1,2,0,3,1,311501,4,3,2,64,4,1,5000,15,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,0,1,0,234,0,2,1,1,0,0,0,0,1,13,1,0,1,0,0,0,0,0,1
342,342,5,727249,201538,231438,138841,155432,5,6.7,1440,3200,524,120,0,800,1,120,161.9,73.7,7.8,186,8,2,2,1,2,2,1,727249,8,4,2,128,5,1,4500,25,1,1,12,0,1,1,2,2,2.2,3.2,1.22,10,1,0,0,0,1,2,1635,4,4,2,1,1,1,0,0,1,22,1,1,1,1,0,0,0,0,1
343,343,9,2070127,509275,845720,354899,360293,0,6.78,1264,2780,450,120,1,4500,1,240,162.7,75.4,8.7,206,5,2,2,1,18,3,1,2070127,12,5,4,256,7,0,5000,100,0,0,50,1,1,0,2,2,2.4,2.74,0.8,32,0,1,0,0,1,2,234,2,4,2,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
344,344,14,570426,174502,110012,129548,156364,0,6.7,1080,2412,394,120,0,500,1,360,161.7,73.9,8.2,183,0,1,1,1,0,3,1,570426,8,3,2,256,4,0,5000,67,0,0,100,0,1,0,1,2,2.5,3.1,1,16,0,1,0,0,1,1,479,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
345,345,0,405153,127993,85664,88980,102516,2,6.95,1080,2460,387,90,0,480,0,180,172.8,78.3,7.8,205,0,1,1,2,0,3,1,405153,6,3,2,64,4,1,5000,33,0,0,64,0,4,0,1,2,2.2,1.72,0.8,16,0,0,1,1,0,1,1178,1,4,1,1,1,0,0,0,1,12,1,1,0,0,0,0,0,0,1
346,346,5,382635,124973,63368,88392,105902,3,6.5,1080,2340,396,90,0,800,0,120,160.1,76.8,8.4,200,0,1,1,2,2,3,1,382635,4,3,2,128,4,1,5000,25,0,0,50,0,1,0,0,1,2,3.06,1.12,13,0,1,1,0,1,0,265,0,2,1,1,1,0,0,1,0,20,0,1,1,0,0,0,0,0,1
347,347,4,1279858,208354,615421,231756,224327,1,7.92,2156,2344,402,120,1,600,1,240,156.7,145.4,4.7,237,0,2,2,2,8,3,1,1279858,16,5,4,256,7,0,5000,66,0,1,50,1,1,0,2,2,2.2,1.49,0.9680385288966724,16,0,1,0,0,0,2,418,6,4,1,1,1,1,0,0,1,20,1,1,1,0,0,0,0,1,0
348,348,5,891824,257738,289732,142971,201383,5,6.2,1080,2400,421,120,1,800,1,120,151.7,71.2,7.9,169,8,1,2,1,0,2,1,891824,8,4,2,128,6,0,4000,25,1,1,12,0,2,1,2,2,2.2,3.24,1.22,10,1,1,0,0,1,2,1298,3,4,2,1,1,1,0,0,1,24,1,1,1,1,1,1,0,0,1
349,349,2,338231,133249,44936,66474,93572,3,6.43,1080,2400,406,60,0,450,1,120,160.5,74.5,8.3,178.8,3,1,1,2,0,2,1,338231,4,3,2,64,4,1,5000,33,0,0,48,0,1,0,1,2,2.5,3.06,1.12,13,0,0,1,1,0,1,1270,0,2,1,1,1,0,0,0,1,12,0,1,1,0,0,0,0,0,1
350,350,4,596371,204611,137882,111603,142275,1,6.57,1080,2340,392,120,0,525,1,300,160,73.8,7.8,175,0,2,1,1,0,3,1,596371,8,3,2,128,3,0,4300,66,0,0,108,0,1,0,1,2,2.2,3.14,0.7,32,0,1,0,0,0,1,1178,1,2,2,1,1,0,0,1,0,18,1,1,1,0,0,0,0,0,1
351,351,7,995685,270941,341298,175475,207971,1,6.5,1644,3840,643,120,0,600,1,240,165,71,8.2,185,8,2,2,2,6,2,1,995685,12,4,2,256,6,1,5000,30,1,1,12,0,2,0,3,2,2,2.9,1,12,1,1,1,0,1,2,813,6,4,1,1,1,1,1,0,1,20,1,1,1,1,0,0,0,0,1
352,352,2,884029,240841,264605,164334,214249,0,6.81,1440,3200,515,120,1,900,1,480,164.3,74.6,8.5,205,8,2,2,1,4,2,1,884029,8,4,2,128,6,0,5000,67,1,1,50,0,2,1,2,2,2.3,3.4,0.8,20,0,1,0,0,1,2,1239,4,2,2,1,1,1,1,0,1,24,1,1,1,1,1,1,0,0,1
353,353,6,1280662,352099,472178,204661,251184,0,6.74,1240,2772,450,120,1,500,1,360,163.4,74.3,8.7,204,0,2,2,1,6,3,1,1280662,12,5,4,256,6,0,5000,100,0,0,50,0,1,0,2,2,2.4,3.09,1,16,0,1,0,0,1,2,568,1,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,1,0
354,354,0,428673,140882,65431,115134,107226,2,6.78,1080,2460,396,120,0,500,0,120,168.6,76.6,8.25,199,0,1,1,2,0,3,1,428673,8,3,2,128,4,1,5000,33,0,1,108,0,4,0,0,2,2.2,3.003953901,0.64,32,0,0,1,1,0,1,265,0,2,1,1,1,0,0,0,1,13,1,1,1,0,0,0,0,0,1
355,355,2,376385,134288,72184,70690,99223,0,6.47,1080,2340,398,60,0,430,1,120,157.8,74.2,9.7,204,0,2,2,1,0,2,1,376385,6,3,2,128,3,0,5260,30,0,0,64,0,2,0,1,2,2.5,3.1,1,16,0,0,1,1,0,1,1574,1,2,1,1,1,1,0,1,0,12,1,1,1,0,0,0,0,0,1
356,356,9,1612065,437983,607388,283058,283636,0,6.82,1440,3168,510,120,1,2500,1,240,164.8,76.2,9.1,218,8,2,2,1,8,3,1,1612065,12,5,4,256,7,0,5000,100,1,1,50,0,2,0,2,2,2.4,2.74,0.8,32,0,1,0,0,1,2,540,3,4,1,1,1,1,1,0,1,20,1,1,1,0,0,0,0,1,0
357,357,2,1536568,380418,600588,277637,277637,1,6.73,1440,3200,522,120,1,500,1,240,162.9,74.6,8.38,229,8,2,2,1,8,3,1,1536568,8,5,4,128,7,0,4820,120,1,1,50,0,2,1,2,2,2,3.14,0.7,32,1,1,0,0,1,2,630,5,2,1,1,1,1,0,0,1,20,1,1,1,1,0,0,0,1,0
358,358,5,149980,55069,16085,46867,31959,7,6.6,1080,2408,400,60,0,500,0,120,165.1,76.4,8.8,195,0,1,1,2,0,2,0,149980,3,3,2,32,1,1,5000,15,0,0,50,0,1,0,0,1,2.2,5,1.12,8,0,0,1,0,1,0,905,0,2,1,1,1,0,0,1,0,7,0,0,1,0,0,0,0,0,1
359,359,12,339060,100167,40138,118556,80139,2,6.64,1080,2388,395,90,0,650,0,120,164.06,76.17,8.07,202,4,1,1,2,0,3,1,339060,4,3,2,128,4,1,5000,44,0,1,50,0,1,0,0,1,2.5,3.003953901,0.9680385288966724,16,0,0,1,1,0,1,479,0,2,1,1,1,0,0,1,0,13,1,1,1,0,0,0,0,0,1
360,360,12,712380,239086,175677,118258,179359,0,6.77,1080,2400,395,120,1,1800,1,120,163.17,75.81,7.83,188,4,1,1,1,4,3,1,712380,8,4,2,256,4,1,5000,44,0,0,50,0,1,0,1,2,2,2,0.7,16,0,1,0,0,1,1,174,,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
361,361,12,911751,286981,238516,167371,218883,0,6.78,1080,2400,388,120,0,500,1,360,164.8,76.9,8.6,193,0,1,1,1,4,3,1,911751,8,4,4,128,6,0,5000,120,0,0,64,0,1,0,2,2,2.5,1.97,1,16,0,1,0,0,0,1,568,1,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
362,362,5,713203,212654,215469,137373,147707,3,6.5,1080,2400,407,120,0,740,1,120,159.8,74.5,8.4,190,8,1,2,1,2,2,1,713203,6,4,2,128,6,1,4500,25,1,1,12,1,2,0,2,2,2,2.74,0.8,32,0,0,0,0,1,2,1421,2,4,2,1,1,1,1,0,1,19,1,1,1,0,1,1,0,0,1
363,363,2,437912,139627,83565,96162,118558,3,6.67,1080,2400,395,120,0,500,1,360,164.19,76.1,8.12,202,0,2,1,2,0,3,1,437912,6,3,2,128,4,1,5000,67,0,0,108,0,1,0,0,1,2.5,3.06,1,16,0,1,1,1,1,1,905,0,2,1,1,1,0,0,0,1,18,0,1,1,0,0,0,0,0,1
364,364,6,1293309,343321,498636,250130,201222,0,6.74,1240,2772,450,120,1,2150,1,120,162.6,75,7.99,199.5,5,3,2,1,0,3,1,1293309,8,5,4,128,7,0,5500,100,0,0,50,0,2,0,2,2,2.4,3.09,1,16,0,1,0,0,0,1,21,1,2,1,1,1,0,0,0,1,13,1,1,1,0,1,1,0,1,0
365,365,2,739912,220185,194802,138998,185927,2,6.67,1080,2400,395,144,0,630,1,120,165.1,76.4,9.3,218,0,2,2,2,4,3,1,739912,8,4,2,128,6,0,5000,33,0,0,108,0,1,2,2,2,2.2,3.4,0.8,20,0,1,0,0,1,2,1360,2,2,1,1,1,1,0,0,1,22,1,1,1,0,0,0,0,0,1
366,366,5,144567,51523,18476,35927,38641,7,6.5,720,1600,270,60,0,400,0,120,164.4,76.3,9.1,192,0,1,1,0,0,3,0,144567,3,3,2,32,1,1,5000,15,0,0,50,0,1,0,0,1,2.2,3.003953901,0.8,5,0,0,1,1,1,0,691,0,2,1,1,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1
367,367,6,1942603,428614,791748,395080,327161,0,6.82,1440,3168,510,120,1,1600,1,240,163.3,75.8,9.15,220,5,2,2,1,12,3,1,1942603,12,5,4,256,7,0,5400,100,1,1,50,1,2,1,2,2,2.4,2.74,0.8,32,1,1,0,0,1,2,203,3,4,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,1,0
368,368,1,907387,257861,279144,157307,213075,0,6.3,1080,2400,416,90,0,450,1,120,155.6,73.2,8.7,197,8,2,2,1,4,2,1,907387,8,4,4,128,6,0,4355,20,1,1,50,0,2,0,2,2,2.2,3.1,1.22,10.8,1,1,0,0,0,2,691,2,4,2,1,1,1,0,0,1,20,1,1,1,1,0,0,0,0,1
369,369,14,869092,214183,296241,161033,197635,3,6.43,1080,2400,409,120,0,450,1,360,158.5,73.3,8.4,186,0,2,1,1,4,2,1,869092,8,4,2,128,6,0,4500,65,0,0,64,0,2,0,2,2,2.5,3,1,16,0,1,1,0,1,2,1270,2,2,1,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,1
370,370,7,731679,231239,188701,131095,180644,1,6.1,1080,2520,449,120,0,550,1,240,158,68,8,163,8,2,2,2,4,3,1,731679,8,3,2,128,5,1,4000,21,0,0,12,1,1,0,2,2,2,4,1.12,8,0,1,1,0,1,2,1421,3,2,1,1,1,1,1,0,1,22,1,1,1,1,1,1,0,0,1
371,371,0,147172,50782,17888,46469,32033,2,6.6,720,1612,267,90,0,500,0,180,163.6,75.6,8.5,189,0,1,1,2,0,3,0,147172,4,3,2,64,1,1,5000,10,0,0,50,0,1,0,0,1,2,3.003953901,0.9680385288966724,8,0,0,1,1,0,0,203,0,2,1,0,0,0,0,1,0,7,1,1,1,0,0,0,0,0,1
372,372,2,276827,89782,40425,64989,81631,2,6.5,1080,2400,405,90,0,400,1,120,161.9,75.5,8.9,181,0,1,1,2,0,3,1,276827,4,3,2,64,1,1,5000,18,0,1,50,0,1,0,0,1,2,2.8,1.12,8,0,0,1,1,0,0,1117,0,2,1,1,1,0,0,0,1,7,1,0,1,0,0,0,0,0,1
373,373,4,254972,93064,34696,61717,65495,2,6.5,1080,2340,396,60,0,430,0,120,160.4,76.6,7.8,175,0,2,2,3,1,3,0,254972,4,3,2,64,1,1,3750,10,0,0,20,0,1,0,0,2,2,3.003953901,2,16,0,0,1,1,0,1,2152,1,2,2,1,1,0,0,1,0,12,1,1,1,0,0,0,0,0,1
374,374,3,363714,115528,85421,80632,82134,2,6.5,720,1600,269,120,0,500,0,240,162.7,74.66,8.19,183,1,1,1,2,0,2,1,363714,4,3,2,64,3,1,5000,10,0,1,50,0,1,0,0,1,2.2,2.76,1,8,1,1,1,1,1,1,630,0,2,1,1,1,0,0,0,1,18,1,1,1,0,0,0,0,0,1
375,375,5,285439,93214,49042,67614,75569,7,6.5,720,1600,270,90,0,500,0,120,164.5,75.5,8.8,195,0,1,1,2,2,3,1,285439,4,3,2,64,1,1,5000,15,0,0,50,0,1,0,0,1,2,2.76,0.64,5,0,1,1,0,1,0,995,0,2,1,1,1,0,0,1,0,18,0,1,1,0,0,0,0,0,1
376,376,11,265219,85473,39924,64027,75795,2,6.9,1080,2460,389,60,0,480,0,180,173.3,78.8,9.6,207,0,1,1,2,0,3,1,265219,4,3,2,64,1,1,7000,18,0,0,48,0,4,0,0,1,2,3.003953901,0.8,8,0,0,1,1,0,0,1178,0,2,1,1,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1
377,377,5,185374,64990,26753,54180,39451,7,6.5,720,1600,270,90,0,450,0,120,164,75.9,9.7,214,0,1,1,2,0,2,0,185374,3,3,2,32,1,1,5000,15,0,0,48,0,1,0,0,1,2,5,1.12,8,0,0,1,1,1,0,1239,0,2,1,1,1,0,0,1,0,7,1,0,0,0,0,0,0,0,1
378,378,14,151295,54211,10058,43049,43977,2,6.5,720,1600,270,60,0,400,0,120,164.2,75.7,8.5,186,0,1,1,2,0,0,0,151295,2,3,2,32,1,1,5000,10,0,0,8,0,1,0,0,1,2.2,5,0.9680385288966724,5,0,0,1,0,0,0,721,0,1,1,0,0,0,0,1,0,7,1,0,0,0,0,0,0,0,1
