Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Touch sampling rate,Display features,Height (mm),Width (mm),Thickness (mm),Weight (gr),Waterproof,Rear material,Frame material,Fingerprint scanner,L3 cache (mb),Manufacturing,Lithography process (nm),Neural processor (NPU),Total score,RAM size (GB),Memory type,Memory clock,Channels,Storage size (GB),Storage type,Memory card,OS suppoert (years),Battery capacity (mAh),Max charge power,Battery type,Battery replaceability,Wireless charging,Reverse charging,Fast charging,Full charging time (min),Web browsing (min),Watching video (min),Gaming (min),Standby (hr),Matrix (megapixels),Zoom,Flash,Stabilization,8K video recording,4K video recording,1080p video recording,Angle of widest lens (°),Camera features,Aperture,Sensor size,Pixel size (micron),Autofocus,Front camera megapixels,Video resolution,Depth sensor (TOF 3D),NFC*,Infrared port,Number of SIM*,Type of SIM card,Multi SIM mode,eSIM support*,Hybrid slot,5G support,Speakers,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price ($),Bundled charger,Max rated brightness in HDR (nits),RGB color space (%),PWM,Front camera Response time (ms),Front camera Focal length (mm),LTE Cat*,Front camera Max surface temperature (C),Front camera Stability (%),Front camera Graphics test (FPS),Graphics score,Web score,Video editing,Photo editing,Data manipulation,Writing score,Advanced cooling,Proximity sensor,Gyroscope,Accelerometer,Ambient light sensor,Compass,Fingerprint,Barometer,Hall,effect sensor,Face recognition sensor
Xiaomi,812147,242385,249241,139319,181202,Super AMOLED,6.67,1080,2400,395,60,0,800.0,1,180.0, - DCI-P3 - Always-On Display - DC Dimming,163.3,75.4,8.9,219.0,IP53,Glass,Metal,"Yes, in-display",4.0,TSMC,7.0,1,812147,6,LPDDR5,2750.0,2.0,128,UFS 3.1,No,2.0,4700,30.0,Li-Po,No,0,0,1,70.0,583.0,953.0,340.0,120.0,64.0,Digital,Dual LED,Digital,Up to 24FPS,Up to 60FPS,Up to 240FPS,123.0, - Bokeh mode - Pro mode,2.2,3.4,0.8,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Mono,Yes,No,No,Flagship,1543,500.0,0,,99.9,177.0,9.0,50.0,24.0,45.7,99.0,22.0,3818.0,6848.0,5959.0,27345.0,7979.0,13533.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Xiaomi,635592,185710,154320,128426,167136,IPS LCD,6.67,1080,2400,395,120,0,450.0,1,240.0,,165.3,76.8,9.4,215.0,IP53,Plastic,Plastic,"Yes, in-button",2.0,TSMC,7.0,1,635592,6,LPDDR4X,2133.0,2.0,128,UFS 3.1,MicroSD,2.0,5160,33.0,Li-Po,No,0,0,1,75.0,523.0,765.0,320.0,117.0,48.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode,2.2,3.4,0.8,No,20.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,Yes,No,Stereo,Yes,Yes,No,Mid-range,1239,250.0,0,600.0,95.1,2404.0,37.4,25.0,20.0,44.1,97.0,20.0,3456.0,8019.0,6155.0,22012.0,8599.0,12799.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,972547,309344,195380,264617,203206,OLED,6.8,1260,2844,460,120,1,2500.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,162.6,75.1,8.4,226.0,IP68,Eco-leather,Metal,"Yes, in-display",,SMIC,7.0,1,972547,16,LPDDR5,2750.0,4.0,512,UFS 3.1,No,,5200,100.0,Li-Po,No,1,1,1,,570.0,1007.0,335.0,139.0,50.0,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,, - Bokeh mode - Pro mode,2.4,1.7,1.0,Phase autofocus,13.0,2160p (4K) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Flagship,143,1499.0,1,,99.8,363.0,1.0,13.0,,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,301096,97540,53887,70527,79142,AMOLED,5.97,1080,2340,432,60,0,585.0,1,, - Always-On Display,147.5,70.5,7.4,155.0,No,Glass,Metal,"Yes, in-display",1.0,Samsung,10.0,1,301096,6,LPDDR4X,1866.0,2.0,64,UFS 2.1,No,2.0,3070,18.0,Li-Po,No,0,0,1,87.0,340.0,632.0,232.0,83.0,48.0,Optical,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.0,2.78,0.9,Phase autofocus,20.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,No,Mono,No,No,No,Mid-range,2001,400.0,0,,99.9,255.0,4.2,18.0,15.0,38.7,97.0,3.0,654.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Samsung,249988,83929,37651,60141,68267,Super AMOLED,6.4,1080,2400,411,90,0,450.0,0,, - Always-On Display,159.3,74.0,8.4,180.0,No,Plastic,Plastic,"Yes, in-button",1.0,TSMC,12.0,1,249988,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,2.0,5000,25.0,Li-Ion,No,0,0,1,145.0,557.0,792.0,322.0,103.0,64.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.2,4.0,1.12,No,20.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,Yes,Yes,Mid-range,1178,350.0,0,800.0,99.1,362.0,9.0,13.0,7.0,45.4,97.0,4.0,674.0,5090.0,5198.0,10182.0,5759.0,6752.0,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Oppo,156730,56344,11446,42926,46014,IPS LCD,6.51,720,1600,269,60,0,500.0,0,,,163.6,75.7,8.4,192.0,IPX4,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,0,156730,4,LPDDR4X,1600.0,2.0,128,eMMC 5.1,MicroSD,1.0,5000,18.0,Li-Po,No,0,0,1,145.0,,,,,13.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.5,3.06,1.75,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,No,Budget,1239,160.0,0,,,,,,7.0,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Tecno,226742,78487,26861,58152,63242,IPS LCD,6.6,720,1612,267,90,0,450.0,0,,,164.57,76.0,8.95,193.0,IPX2,Plastic,Plastic,"Yes, rear",1.0,TSMC,12.0,0,226742,2,LPDDR4X,1600.0,2.0,64,eMMC 5.1,MicroSD,,5000,10.0,Li-Po,No,0,0,0,170.0,,,,,13.0,Digital,Dual LED,Digital,No,No,Up to 30FPS,, - Bokeh mode,1.8,,,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,,No,Mono,Yes,Yes,No,Budget,933,110.0,1,,,,,27.0,4.0,,98.0,2.0,396.0,6858.0,4876.0,15255.0,6036.0,7584.0,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Motorola,1552885,384021,523782,376100,268982,POLED,6.7,1220,2712,446,144,1,2500.0,1,360.0, - DCI-P3 - DC Dimming,161.1,72.4,8.6,197.0,IP68,Eco-leather,Metal,"Yes, in-display",8.0,TSMC,4.0,1,1552885,12,LPDDR5X,4200.0,4.0,512,UFS 4.0,No,,4500,125.0,Li-Po,No,1,1,1,21.0,436.0,924.0,346.0,100.0,50.0,Digital,Dual LED,Digital,No,Up to 60FPS,Up to 60FPS,122.0, - Bokeh mode - Pro mode,1.9,2.76,0.64,No,50.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,113,999.0,1,,,,,21.0,18.0,,,,,,,,,,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Sony,1301226,326026,546226,186740,242234,OLED,6.1,1080,2520,449,120,0,750.0,1,240.0, - DCI-P3 - Always-On Display,154.0,68.0,8.6,182.0,IP68,Glass,Metal,"Yes, in-button",8.0,TSMC,4.0,1,1301226,8,LPDDR5X,,4.0,128,UFS 3.1,MicroSD,1.0,5000,30.0,Li-Po,No,1,1,1,93.0,626.0,1192.0,427.0,139.0,48.0,Digital,LED,Digital,No,Up to 120FPS,Up to 120FPS,, - Bokeh mode - Pro mode - RAW support,2.0,2.93,1.22,No,12.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,Yes,No,Yes,Flagship,356,899.0,0,1000.0,100.0,274.0,2.0,24.0,20.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,1907531,457176,769130,374255,306970,Dynamic AMOLED,6.8,1440,3088,501,120,1,2600.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.3,79.0,8.6,232.0,IP68,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,1907531,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5000,45.0,Li-Ion,No,1,1,1,65.0,618.0,1080.0,351.0,122.0,200.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.2,3.2,1.12,Phase autofocus (Dual Pixel),12.0,2160p (4K) at 60 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Flagship,234,1299.0,0,,99.5,480.0,1.0,26.0,20.0,46.8,52.0,97.0,16213.0,18166.0,7998.0,36756.0,16264.0,22722.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Google,388038,145746,36336,85253,120703,OLED,6.0,1080,2340,432,90,0,700.0,1,, - Always-On Display,144.7,70.4,8.0,151.0,IP68,Metal,Metal,"Yes, rear",,Samsung,7.0,1,388038,8,LPDDR4X,2133.0,2.0,128,UFS 2.1,No,3.0,4080,18.0,Li-Po,No,1,1,1,105.0,453.0,813.0,299.0,98.0,12.2,Digital,LED,Digital,No,Up to 60FPS,Up to 60FPS,107.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,Standby,Yes,No,Yes,Stereo,No,No,No,Flagship,1421,700.0,0,,97.4,367.0,5.0,24.0,15.0,38.6,89.0,6.0,1084.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Honor,707571,214987,168077,178183,146324,AMOLED,6.7,1200,2664,435,120,1,1000.0,1,, - DCI-P3 - Always-On Display - DC Dimming,161.9,74.1,7.8,183.0,No,Plastic,Plastic,"Yes, in-display",,Samsung,4.0,1,707571,8,LPDDR4X,2133.0,2.0,256,UFS 3.1,No,1.0,5000,66.0,Li-Po,No,0,1,1,72.0,506.0,716.0,280.0,84.0,200.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.2,1.4,1.12,Phase autofocus,50.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Mono,No,No,No,Mid-range,448,499.0,1,1600.0,99.7,728.0,1.0,,18.0,,,,,10492.0,7373.0,27068.0,9807.0,11979.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,372105,109916,116845,79336,66008,Super AMOLED,5.8,1440,2960,570,60,0,540.0,1,, - Always-On Display,148.9,68.1,8.0,155.0,IP68,Glass,Metal,"Yes, rear",,Samsung,10.0,0,372105,4,LPDDR4X,1794.0,2.0,64,UFS 2.1,MicroSD,2.0,3000,15.0,Li-Ion,No,1,0,1,105.0,386.0,609.0,245.0,85.0,12.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,, - Pro mode,1.7,3.6,1.22,Phase autofocus,8.0,1440p at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Mono,Yes,No,Yes,Flagship,2700,720.0,0,,99.8,250.0,4.4,25.0,16.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Motorola,418708,145397,82138,78984,112189,POLED,6.28,1080,2400,419,120,0,500.0,1,240.0, - DCI-P3 - Always-On Display,152.9,71.2,7.75,155.0,IP52,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,418708,6,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,1.0,4020,68.0,Li-Po,No,1,0,1,40.0,426.0,658.0,281.0,93.0,64.0,Digital,Dual LED,Digital,No,No,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.4,2.0,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,691,350.0,1,1000.0,95.5,730.0,1.0,,18.0,36.3,99.0,7.0,1205.0,9405.0,4496.0,20566.0,8414.0,14648.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,900786,279684,200980,225502,194620,OLED,6.76,1224,2776,449,120,1,,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,163.14,74.96,7.68,201.0,No,,Plastic,"Yes, in-display",,SMIC,7.0,1,900786,8,LPDDR5,3200.0,4.0,256,UFS 3.1,No,,4600,100.0,Li-Po,No,0,1,1,24.0,,,,,50.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.8,0.61,Laser autofocus,60.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,234,580.0,1,,,,,17.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Vivo,2159512,465624,893977,453448,346463,AMOLED,8.03,2200,2480,413,120,1,4500.0,1,300.0, - DCI-P3 - Always-On Display - DC Dimming,159.96,142.4,5.2,236.0,IPX8,Glass,Metal,"Yes, in-display",12.0,TSMC,4.0,1,2159512,12,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5700,100.0,Li-Po,No,1,1,1,39.0,593.0,859.0,363.0,102.0,50.0,Optical,Dual LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,119.0, - Bokeh mode - Pro mode - RAW support,2.4,3.6,0.61,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Flagship,143,1499.0,1,,,,,70.0,,,,,,10584.0,6424.0,31900.0,13350.0,21840.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Motorola,517563,161837,87588,113549,154589,POLED,6.6,1080,2400,402,144,0,1200.0,1,360.0, - DCI-P3 - Always-On Display - DC Dimming,158.52,71.99,7.64,168.0,IP68,Eco-leather,Metal,"Yes, in-display",,TSMC,6.0,1,517563,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,No,,4400,68.0,Li-Po,No,1,1,1,55.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.4,1.55,0.7,No,32.0,2160p (4K) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Mid-range,326,499.0,1,,,,,,19.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Infinix,259480,83053,41073,65958,69396,TFT LCD,6.78,1080,2460,396,90,0,600.0,0,270.0,,168.76,76.61,8.5,196.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,259480,8,LPDDR4X,2133.0,2.0,256,eMMC 5.1,MicroSD,,5000,33.0,Li-Po,No,0,0,1,100.0,,,,,50.0,Digital,Quad LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.5,2.55,,No,8.0,1080p (Full HD) at 30 FPS,No,No,No,2,Nano,Standby,No,No,No,Stereo,Yes,Yes,No,Budget,540,115.0,1,,,,,,,,99.0,4.0,753.0,7085.0,6150.0,15348.0,5629.0,9223.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Xiaomi,245171,86965,37220,53944,67042,IPS LCD,6.3,1080,2340,409,60,0,550.0,0,,,159.2,75.2,8.1,186.0,No,Glass,Plastic,"Yes, rear",,Samsung,14.0,1,245171,3,LPDDR4X,1866.0,2.0,32,eMMC 5.1,MicroSD,1.0,4000,18.0,Li-Po,No,0,0,1,110.0,465.0,719.0,283.0,110.0,48.0,Digital,Dual LED,No,No,No,Up to 60FPS,, - Bokeh mode - Pro mode - RAW support,2.2,3.1,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,No,Yes,2,Nano,Standby,No,Yes,,Mono,Yes,Yes,No,Mid-range,2060,190.0,0,,99.3,2336.0,43.2,,13.0,37.6,96.0,2.0,373.0,5184.0,5268.0,10111.0,5395.0,6423.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,417389,152613,80451,79577,104748,PLS TFT,6.6,1080,2408,400,120,0,450.0,0,, - DCI-P3,165.4,76.9,8.4,197.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,6.0,1,417389,4,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,2.0,5000,25.0,Li-Ion,No,0,0,1,68.0,623.0,903.0,345.0,134.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,123.0, - Bokeh mode - Pro mode,2.2,5.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Mono,Yes,No,Yes,Mid-range,721,300.0,0,,99.9,,22.0,26.0,18.0,43.9,99.0,7.0,1197.0,9056.0,4802.0,20717.0,8517.0,12828.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
OnePlus,479019,147231,123064,92576,116148,IPS LCD,6.56,720,1612,269,90,0,500.0,0,, - DCI-P3,163.8,75.1,7.99,190.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,479019,4,LPDDR4X,2133.0,2.0,64,UFS 2.2,MicroSD,,5000,33.0,Li-Po,No,0,0,1,74.0,584.0,905.0,366.0,137.0,48.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,0.8,No,16.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,No,Mid-range,660,230.0,1,,,,,26.0,13.0,,,,,7518.0,4616.0,16952.0,7050.0,11775.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Samsung,667934,169143,208710,148420,141661,Super AMOLED,6.8,1440,3040,495,60,0,700.0,1,, - DCI-P3 - Always-On Display,162.3,77.2,7.9,196.0,IP68,Glass,Metal,"Yes, in-display",,Samsung,7.0,1,667934,12,LPDDR4X,2133.0,2.0,256,UFS 3.0,MicroSD,3.0,4300,45.0,Li-Po,No,1,1,1,65.0,390.0,711.0,284.0,105.0,12.0,Optical,LED,Digital,No,Up to 60FPS,Up to 240FPS,123.0, - Bokeh mode - Pro mode - RAW support,1.6,2.65,1.22,Phase autofocus,10.0,2160p (4K) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,No,Yes,Yes,Flagship,1848,1099.0,1,,95.4,250.0,3.6,26.0,20.0,38.8,97.0,20.0,3377.0,7253.0,5820.0,19195.0,6728.0,10979.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Xiaomi,1397705,293428,539878,307723,256676,AMOLED,6.67,1220,2712,446,120,1,1800.0,1,480.0, - DCI-P3 - Always-On Display - DC Dimming,160.45,74.34,8.25,186.0,IP54,Plastic,Plastic,"Yes, in-display",4.0,TSMC,4.0,1,1397705,8,LPDDR5X,4200.0,4.0,256,UFS 4.0,No,,5000,67.0,Li-Po,No,0,0,1,45.0,533.0,756.0,317.0,101.0,64.0,Digital,LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.6,3.06,1.0,No,16.0,1080p (Full HD) at 60 FPS,No,Depends on the region,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,Yes,Mid-range,234,299.0,1,,99.7,1923.0,1.0,25.0,,,,,,,,,,,Vapor chamber,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,1156262,327152,435920,188655,204535,Dynamic AMOLED,6.4,1080,2340,403,120,0,1450.0,1,, - DCI-P3 - Always-On Display,158.0,76.5,8.2,209.0,IP68,Glass,Metal,"Yes, in-display",4.0,Samsung,4.0,1,1156262,8,LPDDR5,3200.0,4.0,128,UFS 3.1,No,1.0,4500,25.0,Li-Ion,No,1,1,1,70.0,385.0,603.0,207.0,96.0,50.0,Optical,LED,Digital,Up to 24FPS,Up to 60FPS,Up to 60FPS,123.0, - Bokeh mode - Pro mode,2.4,2.65,1.22,No,10.0,2160p (4K) at 60 FPS,No,Yes,No,2,Nano,Standby,Yes,No,Yes,Stereo,No,No,Yes,Flagship,326,599.0,0,,99.4,120.0,1.0,26.0,20.0,,,,,11848.0,7391.0,24715.0,12662.0,16592.0,Vapor chamber,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
ZTE,1206944,321813,454814,182280,248037,AMOLED,6.8,1080,2400,387,165,0,530.0,1,720.0, - DCI-P3 - Always-On Display - DC Dimming,170.5,78.3,9.5,215.0,No,Glass,Metal,"Yes, in-display",6.0,Samsung,4.0,1,1206944,8,LPDDR5,2750.0,2.0,128,UFS 3.1,No,,4500,65.0,Li-Ion,No,0,0,1,38.0,389.0,609.0,270.0,91.0,64.0,Digital,LED,Digital,Up to 30FPS,Up to 60FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode - RAW support,2.0,4.0,1.12,No,8.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,No,Yes,Stereo,Yes,No,,Flagship,933,629.0,1,700.0,98.5,729.0,1.0,13.0,20.0,36.0,86.0,60.0,10025.0,10067.0,7188.0,33081.0,10027.0,18490.0,Active fan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Realme,372668,128815,61432,87216,95205,IPS LCD,6.6,1080,2412,401,120,0,600.0,0,180.0, - DCI-P3,164.1,75.5,8.5,194.0,No,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,372668,4,LPDDR4X,2133.0,2.0,64,UFS 2.1,MicroSD,2.0,5000,18.0,Li-Po,No,0,0,1,141.0,497.0,788.0,322.0,143.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.1,3.0,1.0,No,16.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,No,No,Mono,Yes,No,No,Mid-range,1086,230.0,0,,,,,,13.0,,98.0,6.0,1091.0,7844.0,5396.0,26275.0,6516.0,11432.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Oppo,559638,168572,136608,112315,142143,AMOLED,6.7,1080,2412,394,120,0,950.0,1,240.0, - DCI-P3 - Always-On Display - DC Dimming,162.43,74.19,7.99,185.0,No,Glass,Plastic,"Yes, in-display",,TSMC,6.0,1,559638,8,LPDDR4X,2133.0,2.0,128,UFS 2.2,No,1.0,5000,67.0,Li-Po,No,0,1,1,43.0,450.0,737.0,314.0,116.0,64.0,Optical,LED,Digital,No,Up to 30FPS,Up to 60FPS,112.0, - Bokeh mode - Pro mode,2.4,2.74,0.8,Phase autofocus,32.0,1080p (Full HD) at 30 FPS,No,Yes,Yes,2,Nano,Standby,No,No,Yes,Stereo,No,No,No,Mid-range,448,380.0,1,,,,,22.0,18.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Samsung,370348,130365,62597,81009,96377,Super AMOLED,6.5,1080,2340,396,90,0,800.0,0,, - DCI-P3,160.1,76.8,9.3,217.0,No,Plastic,Plastic,"Yes, in-button",2.0,TSMC,6.0,1,370348,4,LPDDR4X,2133.0,2.0,128,UFS 2.2,MicroSD,,6000,25.0,Li-Ion,No,0,0,1,98.0,,,,,50.0,Digital,LED,No,No,No,Up to 30FPS,, - Bokeh mode - Pro mode,2.0,,,No,13.0,1080p (Full HD) at 30 FPS,No,Depends on the region,No,2,Nano,Standby,No,Yes,Yes,Mono,Yes,No,Yes,Budget,143,190.0,0,,141.9,359.0,8.0,26.0,,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,227536,77070,30643,56954,62869,AMOLED,6.4,1080,2400,411,60,0,700.0,0,, - DCI-P3 - Always-On Display,161.89,73.87,8.55,181.0,IP52,Plastic,Plastic,"Yes, in-button",,TSMC,12.0,1,227536,4,LPDDR4X,1866.0,2.0,64,eMMC 5.1,MicroSD,,5000,20.0,Li-Po,No,0,0,1,153.0,551.0,837.0,307.0,111.0,50.0,Digital,LED,Digital,No,No,Up to 30FPS,118.0, - Bokeh mode - Pro mode,2.2,4.0,1.12,No,13.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,Yes,Mid-range,995,200.0,1,,99.9,223.0,6.0,,7.0,41.2,95.0,4.0,708.0,4807.0,5252.0,13015.0,5387.0,6884.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Huawei,253773,94189,34032,61834,63718,IPS LCD,6.15,1080,2312,415,60,0,460.0,0,,,152.9,72.7,7.43,159.0,No,Glass,Plastic,"Yes, rear",1.0,TSMC,12.0,0,253773,4,LPDDR4X,1866.0,2.0,128,eMMC 5.1,MicroSD,1.0,3340,18.0,Li-Po,No,0,0,1,115.0,414.0,675.0,263.0,90.0,24.0,Digital,LED,Digital,No,No,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.0,2.8,0.8,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,2,Nano,Standby,No,Yes,No,Mono,Yes,Yes,No,Mid-range,1940,330.0,0,,99.4,,42.8,26.0,12.0,45.7,84.0,3.0,554.0,5239.0,4897.0,11042.0,5634.0,6724.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Motorola,562384,170643,143286,113077,135378,OLED,6.6,1080,2400,399,144,0,500.0,1,, - DCI-P3 - Always-On Display,160.86,74.24,7.99,170.0,IP52,Plastic,Plastic,"Yes, in-display",,TSMC,6.0,1,562384,8,LPDDR4X,2133.0,2.0,256,UFS 2.2,No,,5000,30.0,Li-Po,No,1,1,1,70.0,,,,,50.0,Digital,Dual LED,Digital,No,Up to 30FPS,Up to 60FPS,120.0, - Bokeh mode - Pro mode,2.5,5.0,0.7,No,32.0,1080p (Full HD) at 30 FPS,No,Yes,No,1,Nano,,Yes,No,Yes,Stereo,No,No,Yes,Mid-range,752,599.0,1,1000.0,,,,,19.0,,98.0,14.0,2504.0,11705.0,6943.0,26333.0,9534.0,16517.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
