Brand,Total Score,CPU,GPU,Memory,UX,Type,Display Size,Pixels_X,Pixels_Y,PPI,Refresh rate,Adaptive refresh rate,Max rated brightness,HDR support,Width (mm),Thickness (mm),Weight (gr),Waterproof,Frame material,Fingerprint scanner,L3 cache (mb),Lithography process (nm),RAM size (GB),Memory type,Channels,Storage size (GB),Storage type,Memory card,Max charge power,Wireless charging,Reverse charging,Matrix (megapixels),Zoom,8K video recording,4K video recording,1080p video recording,Aperture,Sensor size,Pixel size (micron),Front camera megapixels,eSIM support*,5G support,Headphone audio jack,FM radio,Dolby Atmos,Category,Phone age in days,Launch price category,Video resolution_p,Video resolution_FPS,Bokeh mode,Pro mode,RAW support,Autofocus_Phase autofocus,LTE Cat*,Gyroscope,Compass,Barometer,Hall,effect sensor,Advanced cooling_Active fan,Advanced cooling_Vapor chamber,Advanced cooling_nan,Always-On Display,DC Dimming,DCI-P3
5,391953,140673,63763,84856,102661,3,6.5,1080,2340,396,90,0,1000,0,77.6,8.3,195.0,0,1,2,0,6,6,3,2,128,4,1,25,0,0,50,0,0,0,1,2.2,3.06,1.12,13.0,0,0,1,1,1,0,479,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
11,742266,210964,225450,140904,164948,0,6.67,1080,2400,395,120,0,900,0,74.3,8.2,202.5,0,1,1,0,6,8,3,2,512,6,0,45,0,0,50,0,0,1,2,2.5,2.8,0.8,32.0,0,1,0,1,0,1,479,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
1,1212291,320809,451921,209551,230010,1,6.3,1280,2856,495,120,1,3000,1,72.0,8.5,199.0,8,2,1,0,4,16,5,4,128,7,0,27,1,1,50,1,2,2,2,2.2,2.51,1.2,42.0,1,1,0,0,0,2,-10,3.0,4,2,1,1,1,1,20,1,1,1,0,0,0,1,0,1,0,1
5,288941,65790,105471,55536,62144,3,6.2,1440,2960,529,60,0,580,1,73.4,8.1,173.0,8,2,3,0,10,4,3,2,64,3,1,15,1,0,12,0,0,1,2,1.7,3.6,1.22,8.0,0,0,1,0,1,2,2700,3.0,3,1,0,1,0,1,16,1,1,1,0,0,0,0,1,1,0,0
2,249447,88296,37871,52688,70592,2,6.53,1080,2340,395,60,0,450,0,77.2,8.9,199.0,0,1,3,0,12,3,3,2,64,1,1,18,0,1,48,0,0,0,1,2.3,3.1,1.12,13.0,0,0,1,1,0,1,1543,0.0,2,1,1,1,0,0,7,1,1,0,0,0,0,0,1,0,0,0
5,156332,55233,21549,41648,37902,3,5.9,1080,2340,437,60,0,548,0,69.2,7.9,140.0,0,1,3,0,14,4,3,2,64,1,1,15,0,0,16,0,0,0,1,2.0,2.8,0.9,25.0,0,0,1,1,1,1,1970,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
6,457385,153722,83189,97453,123021,2,6.72,1080,2400,391,120,1,550,0,76.0,8.3,195.0,0,1,2,0,6,8,3,2,128,4,1,67,0,1,108,0,0,0,1,2.4,1.67,1.0,16.0,0,1,1,0,1,1,509,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
3,464386,153891,79830,105077,125588,2,6.5,1080,2400,405,120,0,500,0,73.8,8.3,181.0,1,1,2,0,6,8,3,2,256,3,1,30,0,0,50,0,0,0,2,2.4,3.00395390070922,1.0,16.0,0,1,1,0,1,1,599,1.0,2,1,1,1,0,0,20,1,0,0,0,0,0,0,1,0,0,1
11,271382,84115,40997,69706,76564,2,6.8,1080,2460,395,90,0,580,0,76.2,8.4,208.0,0,1,2,0,12,8,3,2,128,1,1,18,0,0,50,0,0,0,1,2.45,2.8,0.8,32.0,0,0,1,1,0,0,540,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
3,311501,103958,40166,92357,75020,2,6.5,720,1600,270,90,0,500,0,74.96,8.29,185.0,2,1,2,0,6,4,3,2,64,4,1,15,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,0,1,0,234,0.0,2,1,1,0,0,0,13,0,1,0,0,0,0,0,1,0,0,0
5,727249,201538,231438,138841,155432,5,6.7,1440,3200,524,120,0,800,1,73.7,7.8,186.0,8,2,1,2,7,8,4,2,128,5,1,25,1,1,12,0,1,2,2,2.2,3.2,1.22,10.0,1,0,0,0,1,2,1635,4.0,4,2,1,1,1,0,22,1,1,1,0,0,0,0,1,1,0,1
9,2070127,509275,845720,354899,360293,0,6.78,1264,2780,450,120,1,4500,1,75.4,8.7,206.0,5,2,1,18,4,12,5,4,256,7,0,100,0,0,50,1,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,234,2.0,4,2,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1
14,570426,174502,110012,129548,156364,0,6.7,1080,2412,394,120,0,500,1,73.9,8.2,183.0,0,1,1,0,6,8,3,2,256,4,0,67,0,0,100,0,0,1,2,2.5,3.1,1.0,16.0,0,1,0,0,1,1,479,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
0,405153,127993,85664,88980,102516,2,6.95,1080,2460,387,90,0,480,0,78.3,7.8,205.0,0,1,2,0,12,6,3,2,64,4,1,33,0,0,64,0,0,1,2,2.2,1.72,0.8,16.0,0,0,1,1,0,1,1178,1.0,4,1,1,1,0,0,12,1,0,0,0,0,0,0,1,0,0,0
5,382635,124973,63368,88392,105902,3,6.5,1080,2340,396,90,0,800,0,76.8,8.4,200.0,0,1,2,2,6,4,3,2,128,4,1,25,0,0,50,0,0,0,1,2.0,3.06,1.12,13.0,0,1,1,0,1,0,265,0.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,0,0,1
4,1279858,208354,615421,231756,224327,1,7.92,2156,2344,402,120,1,600,1,145.4,4.7,237.0,0,2,2,8,4,16,5,4,256,7,0,66,0,1,50,1,0,2,2,2.2,1.49,0.9680385288966724,16.0,0,1,0,0,0,2,418,6.0,4,1,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
5,891824,257738,289732,142971,201383,5,6.2,1080,2400,421,120,1,800,1,71.2,7.9,169.0,8,2,1,0,5,8,4,2,128,6,0,25,1,1,12,0,1,2,2,2.2,3.24,1.22,10.0,1,1,0,0,1,2,1298,3.0,4,2,1,1,1,0,24,1,1,1,1,1,0,0,1,1,0,1
2,338231,133249,44936,66474,93572,3,6.43,1080,2400,406,60,0,450,1,74.5,8.3,178.8,3,1,2,0,11,4,3,2,64,4,1,33,0,0,48,0,0,1,2,2.5,3.06,1.12,13.0,0,0,1,1,0,1,1270,0.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
4,596371,204611,137882,111603,142275,1,6.57,1080,2340,392,120,0,525,1,73.8,7.8,175.0,0,1,1,0,6,8,3,2,128,3,0,66,0,0,108,0,0,1,2,2.2,3.14,0.7,32.0,0,1,0,0,0,1,1178,1.0,2,2,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
7,995685,270941,341298,175475,207971,1,6.5,1644,3840,643,120,0,600,1,71.0,8.2,185.0,8,2,2,6,4,12,4,2,256,6,1,30,1,1,12,0,0,3,2,2.0,2.9,1.0,12.0,1,1,1,0,1,2,813,6.0,4,1,1,1,1,1,20,1,1,1,0,0,0,0,1,1,0,1
2,884029,240841,264605,164334,214249,0,6.81,1440,3200,515,120,1,900,1,74.6,8.5,205.0,8,2,1,4,5,8,4,2,128,6,0,67,1,1,50,0,1,2,2,2.3,3.4,0.8,20.0,0,1,0,0,1,2,1239,4.0,2,2,1,1,1,1,24,1,1,1,1,1,0,0,1,1,1,1
6,1280662,352099,472178,204661,251184,0,6.74,1240,2772,450,120,1,500,1,74.3,8.7,204.0,0,2,1,6,4,12,5,4,256,6,0,100,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,1,2,568,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,1,0,1,1,1
0,428673,140882,65431,115134,107226,2,6.78,1080,2460,396,120,0,500,0,76.6,8.25,199.0,0,1,2,0,6,8,3,2,128,4,1,33,0,1,108,0,0,0,2,2.2,3.00395390070922,0.64,32.0,0,0,1,1,0,1,265,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
2,376385,134288,72184,70690,99223,0,6.47,1080,2340,398,60,0,430,1,74.2,9.7,204.0,0,2,1,0,8,6,3,2,128,3,0,30,0,0,64,0,0,1,2,2.5,3.1,1.0,16.0,0,0,1,1,0,1,1574,1.0,2,1,1,1,1,0,12,1,1,0,0,0,0,0,1,1,1,1
9,1612065,437983,607388,283058,283636,0,6.82,1440,3168,510,120,1,2500,1,76.2,9.1,218.0,8,2,1,8,4,12,5,4,256,7,0,100,1,1,50,0,0,2,2,2.4,2.74,0.8,32.0,0,1,0,0,1,2,540,3.0,4,1,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1
2,1536568,380418,600588,277637,277637,1,6.73,1440,3200,522,120,1,500,1,74.6,8.38,229.0,8,2,1,8,4,8,5,4,128,7,0,120,1,1,50,0,1,2,2,2.0,3.14,0.7,32.0,1,1,0,0,1,2,630,5.0,2,1,1,1,1,0,20,1,1,1,0,0,0,1,0,1,1,1
5,149980,55069,16085,46867,31959,7,6.6,1080,2408,400,60,0,500,0,76.4,8.8,195.0,0,1,2,0,8,3,3,2,32,1,1,15,0,0,50,0,0,0,1,2.2,5.0,1.12,8.0,0,0,1,0,1,0,905,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
12,339060,100167,40138,118556,80139,2,6.64,1080,2388,395,90,0,650,0,76.17,8.07,202.0,4,1,2,0,6,4,3,2,128,4,1,44,0,1,50,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,0,1,1,0,1,479,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
12,712380,239086,175677,118258,179359,0,6.77,1080,2400,395,120,1,1800,1,75.81,7.83,188.0,4,1,1,4,4,8,4,2,256,4,1,44,0,0,50,0,0,1,2,2.0,2.0,0.7,16.0,0,1,0,0,1,1,174,,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
12,911751,286981,238516,167371,218883,0,6.78,1080,2400,388,120,0,500,1,76.9,8.6,193.0,0,1,1,4,4,8,4,4,128,6,0,120,0,0,64,0,0,2,2,2.5,1.97,1.0,16.0,0,1,0,0,0,1,568,1.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
5,713203,212654,215469,137373,147707,3,6.5,1080,2400,407,120,0,740,1,74.5,8.4,190.0,8,2,1,2,7,6,4,2,128,6,1,25,1,1,12,1,0,2,2,2.0,2.74,0.8,32.0,0,0,0,0,1,2,1421,2.0,4,2,1,1,1,1,19,1,1,0,1,1,0,0,1,1,0,1
2,437912,139627,83565,96162,118558,3,6.67,1080,2400,395,120,0,500,1,76.1,8.12,202.0,0,1,2,0,6,6,3,2,128,4,1,67,0,0,108,0,0,0,1,2.5,3.06,1.0,16.0,0,1,1,1,1,1,905,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
6,1293309,343321,498636,250130,201222,0,6.74,1240,2772,450,120,1,2150,1,75.0,7.99,199.5,5,2,1,0,4,8,5,4,128,7,0,100,0,0,50,0,0,2,2,2.4,3.09,1.0,16.0,0,1,0,0,0,1,21,1.0,2,1,1,1,0,0,13,1,1,0,1,1,0,1,0,1,1,1
2,739912,220185,194802,138998,185927,2,6.67,1080,2400,395,144,0,630,1,76.4,9.3,218.0,0,2,2,4,7,8,4,2,128,6,0,33,0,0,108,0,2,2,2,2.2,3.4,0.8,20.0,0,1,0,0,1,2,1360,2.0,2,1,1,1,1,0,22,1,1,0,0,0,0,0,1,0,0,1
5,144567,51523,18476,35927,38641,7,6.5,720,1600,270,60,0,400,0,76.3,9.1,192.0,0,1,0,0,12,3,3,2,32,1,1,15,0,0,50,0,0,0,1,2.2,3.00395390070922,0.8,5.0,0,0,1,1,1,0,691,0.0,2,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
6,1942603,428614,791748,395080,327161,0,6.82,1440,3168,510,120,1,1600,1,75.8,9.15,220.0,5,2,1,12,4,12,5,4,256,7,0,100,1,1,50,1,1,2,2,2.4,2.74,0.8,32.0,1,1,0,0,1,2,203,3.0,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
1,907387,257861,279144,157307,213075,0,6.3,1080,2400,416,90,0,450,1,73.2,8.7,197.0,8,2,1,4,5,8,4,4,128,6,0,20,1,1,50,0,0,2,2,2.2,3.1,1.22,10.8,1,1,0,0,0,2,691,2.0,4,2,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
14,869092,214183,296241,161033,197635,3,6.43,1080,2400,409,120,0,450,1,73.3,8.4,186.0,0,1,1,4,5,8,4,2,128,6,0,65,0,0,64,0,0,2,2,2.5,3.0,1.0,16.0,0,1,1,0,1,2,1270,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
7,731679,231239,188701,131095,180644,1,6.1,1080,2520,449,120,0,550,1,68.0,8.0,163.0,8,2,2,4,7,8,3,2,128,5,1,21,0,0,12,1,0,2,2,2.0,4.0,1.12,8.0,0,1,1,0,1,2,1421,3.0,2,1,1,1,1,1,22,1,1,1,1,1,0,0,1,1,0,1
0,147172,50782,17888,46469,32033,2,6.6,720,1612,267,90,0,500,0,75.6,8.5,189.0,0,1,2,0,12,4,3,2,64,1,1,10,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,0,1,1,0,0,203,0.0,2,1,0,0,0,0,7,1,1,0,0,0,0,0,1,0,0,0
2,276827,89782,40425,64989,81631,2,6.5,1080,2400,405,90,0,400,1,75.5,8.9,181.0,0,1,2,0,12,4,3,2,64,1,1,18,0,1,50,0,0,0,1,2.0,2.8,1.12,8.0,0,0,1,1,0,0,1117,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0
4,254972,93064,34696,61717,65495,2,6.5,1080,2340,396,60,0,430,0,76.6,7.8,175.0,0,2,3,1,12,4,3,2,64,1,1,10,0,0,20,0,0,0,2,2.0,3.00395390070922,2.0,16.0,0,0,1,1,0,1,2152,1.0,2,2,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
3,363714,115528,85421,80632,82134,2,6.5,720,1600,269,120,0,500,0,74.66,8.19,183.0,1,1,2,0,8,4,3,2,64,3,1,10,0,1,50,0,0,0,1,2.2,2.76,1.0,8.0,1,1,1,1,1,1,630,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
5,285439,93214,49042,67614,75569,7,6.5,720,1600,270,90,0,500,0,75.5,8.8,195.0,0,1,2,2,7,4,3,2,64,1,1,15,0,0,50,0,0,0,1,2.0,2.76,0.64,5.0,0,1,1,0,1,0,995,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,0
11,265219,85473,39924,64027,75795,2,6.9,1080,2460,389,60,0,480,0,78.8,9.6,207.0,0,1,2,0,12,4,3,2,64,1,1,18,0,0,48,0,0,0,1,2.0,3.00395390070922,0.8,8.0,0,0,1,1,0,0,1178,0.0,2,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
5,185374,64990,26753,54180,39451,7,6.5,720,1600,270,90,0,450,0,75.9,9.7,214.0,0,1,2,0,8,3,3,2,32,1,1,15,0,0,48,0,0,0,1,2.0,5.0,1.12,8.0,0,0,1,1,1,0,1239,0.0,2,1,1,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0
14,151295,54211,10058,43049,43977,2,6.5,720,1600,270,60,0,400,0,75.7,8.5,186.0,0,1,2,0,28,2,3,2,32,1,1,10,0,0,8,0,0,0,1,2.2,5.0,0.9680385288966724,5.0,0,0,1,0,0,0,721,0.0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
3,866863,256787,272332,177778,159966,4,6.7,1220,2712,446,144,1,2000,1,72.4,8.19,186.0,8,2,1,4,4,8,3,2,128,4,0,125,1,1,50,1,0,1,2,1.9,2.76,0.64,50.0,1,1,0,0,1,1,143,2.0,4,1,1,1,0,0,18,1,1,1,0,0,0,0,1,0,1,1
5,430012,140164,91050,79061,119737,3,6.7,1080,2400,393,60,0,600,0,75.5,8.1,185.0,0,2,1,0,8,6,3,2,128,3,1,25,0,0,64,0,0,1,4,2.2,2.8,0.8,32.0,0,1,1,0,1,1,1543,2.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,0
4,402846,135029,62888,103707,101222,2,6.7,1080,2388,391,90,0,500,0,74.5,7.48,179.0,0,1,2,2,7,8,3,2,256,4,0,35,0,0,100,0,0,0,1,2.5,3.00395390070922,0.9680385288966724,16.0,0,1,0,0,0,1,448,1.0,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,1
14,1336242,355071,464513,248248,268410,0,6.74,1240,2772,451,144,1,500,1,75.8,8.9,199.0,0,1,1,6,4,8,5,4,128,6,0,240,0,0,50,0,0,2,2,2.5,3.09,1.75,16.0,0,1,0,0,1,2,540,2.0,2,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
5,1189058,329603,416565,203688,239202,5,7.6,1812,2176,374,120,1,500,1,130.1,6.3,263.0,0,2,2,6,4,12,4,4,256,6,0,25,1,1,50,0,1,2,2,2.2,3.2,1.22,10.0,1,1,0,0,1,2,752,6.0,4,2,1,1,0,0,20,1,1,1,1,1,0,0,1,1,0,1
1,427102,122802,125452,87997,90851,1,6.3,1440,2960,522,60,0,400,0,76.7,7.9,184.0,0,2,3,2,10,4,3,2,64,3,0,18,1,0,12,0,0,2,3,1.8,3.2,1.4,8.0,1,0,0,0,0,2,2121,3.0,2,1,1,1,1,1,16,1,1,1,1,1,0,0,1,1,0,1
13,968050,309079,193891,263102,201978,1,6.6,1256,2760,460,120,1,2500,1,74.3,7.95,207.0,8,2,1,0,7,12,4,4,256,6,0,66,1,1,50,1,0,2,2,2.4,1.3,1.2,13.0,0,1,0,0,0,2,113,2.0,4,1,1,1,0,0,20,1,1,0,0,0,0,1,0,1,1,1
1,842548,221486,298771,133827,188464,1,6.4,1080,2400,411,90,0,500,1,74.8,8.9,207.0,8,2,1,4,5,8,4,4,128,6,0,30,1,1,50,0,0,2,2,2.0,2.9,1.12,8.0,1,1,0,0,1,2,1056,2.0,2,1,1,1,1,0,20,1,1,1,0,0,0,0,1,1,0,1
11,428894,131913,71029,106630,119322,0,6.78,1080,2460,396,120,0,1300,0,76.8,7.9,195.0,3,1,1,0,6,8,3,2,256,4,0,70,0,1,108,0,0,0,1,1.7,3.00395390070922,0.7,32.0,0,0,1,1,1,0,143,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
11,270130,84736,35760,73712,75892,0,6.67,1080,2400,395,60,0,500,0,76.7,7.8,190.0,3,1,1,0,12,8,3,2,256,3,1,33,0,0,64,0,0,0,1,2.5,2.8,0.8,32.0,0,0,1,1,0,0,479,0.0,2,1,1,1,0,0,7,0,1,0,0,0,0,0,1,1,0,1
10,205938,70221,25466,53060,57191,2,6.5,720,1600,270,90,0,480,0,75.9,8.5,190.0,0,1,2,1,12,3,3,2,64,1,1,18,0,0,50,0,0,0,1,2.0,2.76,1.12,8.0,0,0,1,1,0,0,933,0.0,2,1,1,1,0,0,20,0,0,0,0,0,0,0,1,0,0,0
14,413030,138009,74490,98103,102428,2,6.72,1604,720,262,120,0,625,0,76.1,7.69,190.0,4,1,2,2,6,4,3,2,128,4,1,15,0,0,50,0,0,0,1,2.0,3.00395390070922,0.64,8.0,0,1,1,0,1,1,143,0.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
1,1142697,355012,374696,183080,229909,1,6.2,1080,2400,428,120,1,2000,1,70.8,8.9,187.0,8,2,1,0,4,8,5,4,128,6,0,27,1,1,50,0,0,2,2,2.2,3.1,1.22,10.5,1,1,0,0,0,2,326,2.0,4,2,1,0,0,0,20,1,1,1,0,0,0,0,1,1,0,1
2,409383,125729,104829,75811,103014,0,6.43,1080,2400,409,60,0,450,1,74.5,8.3,178.8,3,1,2,0,12,6,3,2,64,4,1,33,0,1,64,0,0,1,2,2.5,3.06,1.12,13.0,0,0,1,1,0,1,1239,0.0,2,1,1,1,1,0,12,1,1,0,0,0,0,0,1,1,1,1
7,762183,237322,192626,149760,182475,1,6.5,1644,3840,643,60,0,580,1,71.1,7.6,181.0,8,2,2,4,7,8,3,2,256,5,1,21,1,0,12,1,0,2,2,2.0,4.0,1.12,8.0,0,1,1,0,1,2,1513,4.0,2,1,1,1,1,1,22,1,1,1,0,0,0,0,1,0,0,1
2,357730,109240,61480,86343,100667,0,6.67,1080,2400,395,120,0,700,1,76.1,8.12,202.0,3,1,2,0,12,6,3,2,64,4,1,67,0,0,108,0,0,0,1,2.4,2.9,1.25,16.0,0,0,1,1,1,1,933,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
2,1314985,377710,477184,223959,236132,0,6.67,1220,2712,446,120,0,500,1,75.9,8.6,205.0,3,1,1,6,4,8,4,4,128,6,0,120,0,0,200,0,1,2,2,2.2,3.47,0.8,20.0,1,1,0,0,1,2,691,2.0,2,2,1,1,1,0,20,1,1,0,0,0,0,1,0,1,1,1
0,424956,129012,64961,113345,117638,8,6.78,1080,2460,396,120,0,580,0,76.6,8.58,219.0,3,1,2,0,6,8,3,2,128,4,1,45,0,1,64,0,0,0,2,2.0,3.0,0.8,16.0,0,0,1,1,0,1,479,0.0,2,2,1,1,0,0,13,1,1,0,0,0,0,0,1,0,0,1
2,445215,157561,52509,115134,120011,8,6.79,1080,2460,396,120,0,550,0,76.3,8.3,168.6,3,1,2,0,4,6,3,2,128,4,1,33,0,0,108,0,0,0,1,2.5,1.67,0.64,13.0,0,1,1,0,1,0,21,0.0,2,1,1,0,0,0,20,0,1,0,0,0,0,0,1,0,0,0
5,406776,130998,85094,86339,104345,3,6.5,1080,2400,405,60,0,400,0,73.6,8.7,187.0,0,2,1,0,8,6,3,2,128,2,1,15,0,0,48,0,0,1,3,2.2,2.8,0.8,32.0,0,1,1,1,1,1,1543,1.0,2,1,1,1,0,0,12,1,1,0,0,0,0,0,1,1,0,0
14,228611,75961,31322,59626,61702,2,6.5,720,1600,270,60,0,400,0,75.6,8.5,182.0,0,1,0,0,12,2,3,2,32,4,1,10,0,0,8,0,0,0,1,2.2,5.0,0.9680385288966724,5.0,0,0,1,0,0,0,783,0.0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0
5,1223247,337583,457239,190080,238345,5,6.4,1080,2340,403,120,1,1450,1,76.5,8.2,209.0,8,2,1,6,4,8,4,4,128,6,0,25,1,1,50,0,1,2,2,2.4,3.0,1.22,10.0,1,1,0,0,1,2,326,2.0,4,2,1,1,0,0,20,1,1,1,0,0,0,1,0,1,0,1
2,532707,153680,113320,118696,146831,1,6.67,1080,2400,395,120,0,500,1,76.0,8.98,210.5,3,1,2,0,6,8,3,2,256,4,0,120,0,0,200,0,0,1,2,2.6,3.06,1.0,16.0,0,1,1,0,1,1,540,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
2,438474,139179,70560,112227,116508,0,6.67,1080,2400,395,120,0,1000,0,75.0,7.7,175.0,4,1,2,2,6,8,3,2,128,4,1,33,0,0,108,0,0,0,1,2.6,3.06,1.0,16.0,0,1,1,1,1,1,174,0.0,2,1,1,1,0,0,20,1,1,0,0,0,0,0,1,1,1,1
2,386760,126133,61516,89310,109801,0,6.43,1080,2400,409,90,0,700,0,73.87,8.09,179.5,3,1,2,0,12,6,3,2,128,4,1,33,0,0,64,0,0,0,1,2.5,3.06,1.0,16.0,0,0,1,1,0,1,905,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
0,464375,141916,81456,110037,130966,0,6.78,1080,2436,393,120,0,1300,0,74.6,7.75,196.0,3,1,1,0,6,12,3,2,256,4,1,100,1,1,108,0,0,0,2,2.2,3.1,0.8,32.0,0,0,0,1,0,1,174,1.0,2,2,1,1,0,0,20,1,1,0,0,0,0,0,1,1,0,1
12,2132894,476415,912996,402578,340905,0,6.78,1440,3200,518,144,1,3000,1,75.4,8.58,205.0,8,2,1,12,4,16,5,4,256,7,0,120,1,1,50,1,2,2,2,2.5,3.1,1.0,16.0,0,1,0,0,1,2,295,3.0,2,1,1,1,1,1,20,1,1,0,0,0,0,1,0,1,1,1
3,504808,160778,92172,126077,125781,4,6.67,1080,2400,395,120,1,1600,0,73.06,7.59,173.0,0,1,1,0,6,8,3,2,256,4,1,30,0,0,50,0,0,0,2,2.5,1.95,0.7,32.0,1,1,1,1,1,1,82,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
19,743497,232044,198128,130839,182486,4,6.8,1080,2460,395,60,0,600,1,77.6,8.9,214.0,8,2,1,4,7,8,3,2,128,3,1,25,1,0,64,0,2,2,2,1.9,3.1,1.22,10.0,0,1,1,1,0,2,1543,3.0,4,1,1,1,1,1,22,1,1,1,0,0,0,0,1,1,0,1
5,1864199,453524,740162,361342,309171,5,6.2,1080,2340,416,120,1,2600,1,70.6,7.6,167.0,8,2,1,12,4,8,5,4,128,7,0,25,1,1,50,0,2,2,2,2.2,3.2,1.12,12.0,1,1,0,0,1,2,234,3.0,4,2,1,1,1,1,20,1,1,1,1,1,0,1,0,1,0,1
3,351771,122625,69314,78462,81370,2,6.5,720,1600,269,90,0,450,0,74.9,9.0,192.0,3,1,3,0,8,4,3,2,64,3,1,15,0,0,48,0,0,0,2,2.2,3.1,1.12,13.0,0,1,1,1,0,1,1239,1.0,2,2,1,1,0,0,12,1,1,0,0,0,0,0,1,0,0,0
2,384981,124544,75886,89263,95288,0,6.43,1080,2400,409,90,0,700,0,73.87,8.09,179.0,3,1,2,0,12,6,3,2,64,4,1,33,0,0,108,0,0,0,1,2.4,3.06,1.0,16.0,0,0,1,1,0,1,964,0.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
6,380907,141635,36036,84720,118516,0,6.44,1080,2400,408,90,0,550,1,73.3,8.2,184.0,0,1,1,0,7,8,3,2,128,3,0,30,0,0,48,0,0,1,2,2.5,2.8,0.8,32.0,0,1,0,0,1,1,1451,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
13,571800,187100,137720,114400,132360,1,6.57,1080,2340,392,120,0,430,1,73.7,7.77,175.0,0,1,1,0,6,8,3,2,128,3,0,66,0,1,50,0,0,1,2,2.0,1.56,1.0,32.0,0,0,0,0,0,1,1086,1.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,1,1
3,635680,212957,154666,137272,130785,0,6.5,1080,2400,405,144,0,500,1,74.23,6.79,155.0,2,1,1,0,6,6,4,4,128,6,0,33,0,0,50,0,0,1,2,2.4,3.14,0.7,32.0,0,1,0,0,1,2,844,2.0,4,1,1,1,0,0,18,1,1,0,0,0,0,0,1,1,0,1
2,391869,124893,63614,93629,109733,0,6.43,1080,2400,409,90,0,1000,0,73.87,8.09,176.0,0,1,2,0,12,6,3,2,64,4,1,33,0,0,108,0,0,0,1,2.4,3.06,1.0,16.0,0,0,1,0,0,1,509,1.0,2,1,1,1,0,0,13,1,1,0,0,0,0,0,1,1,0,1
9,395030,133481,60705,98759,102085,8,6.72,1080,2400,391,90,0,680,0,76.0,8.04,193.0,0,1,2,2,7,4,3,2,128,4,1,33,0,0,50,0,0,0,1,2.0,3.00395390070922,0.9680385288966724,8.0,0,1,1,0,0,1,326,1.0,2,1,1,1,0,0,18,1,1,0,0,0,0,0,1,0,0,1
